date, pm25, pm10, o3, no2, so2, co
2026/2/21, 75, 25, 25, 7, , 
2026/2/22, 81, 22, 16, 16, , 
2026/2/23, 61, 21, 22, 10, , 
2026/2/24, 65, 16, 25, 9, , 
2026/2/25, 51, 24, 23, 14, , 
2026/2/26, 69, 28, 24, 12, , 
2026/2/27, 79, 21, 30, 5, , 
2026/2/28, 66, 33, 24, 14, , 
2026/1/1, 63, , , 4, , 
2026/1/2, 40, , , 8, , 
2026/1/3, 51, , , 8, , 
2026/1/4, 66, , , 16, , 
2026/1/5, 102, , , 7, , 
2026/1/6, 96, , , 6, , 
2026/1/7, 105, , , 6, , 
2026/1/8, 104, , , 23, , 
2026/1/9, 110, , , 11, , 
2026/1/10, 115, , , 5, , 
2026/1/11, 81, , , 13, , 
2026/1/12, 73, , , 25, , 
2026/1/13, 109, , , 21, , 
2026/1/14, 105, , , 22, , 
2026/1/15, 80, , , 14, , 
2026/1/16, 98, , , 5, , 
2026/1/17, 59, , , 5, , 
2026/1/18, 81, , , 7, , 
2026/1/19, 78, , , 7, , 
2026/1/20, 62, , , , , 
2026/1/30, 75, 33, 6, 14, , 
2026/1/31, 98, 16, 20, 4, , 
2025/10/1, 63, 15, 8, 7, , 
2025/10/2, 56, 13, 10, 7, , 
2025/10/3, 52, 19, 16, 4, , 
2025/10/4, 65, 15, 16, 7, , 
2025/10/5, 56, 13, 13, 3, , 
2025/10/6, 47, 11, 13, 7, , 
2025/10/7, 39, 18, 20, 7, , 
2025/10/8, 50, 20, 16, 6, , 
2025/10/9, 65, 18, 20, 6, , 
2025/10/10, 50, 17, 16, 5, , 
2025/10/11, 49, 19, 22, 4, , 
2025/10/12, 62, 22, 18, 6, , 
2025/10/13, 66, 23, 23, 8, , 
2025/10/14, 57, 35, 19, 15, , 
2025/10/15, 78, 28, 24, 10, , 
2025/10/16, 78, 28, 17, 10, , 
2025/10/17, 81, 43, 21, 10, , 
2025/10/18, 118, 15, 22, 15, , 
2025/10/19, 42, 25, 18, 14, , 
2025/10/20, 69, 21, 21, 9, , 
2025/10/21, 62, 23, 21, 10, , 
2025/10/22, 67, 14, 25, 5, , 
2025/10/23, 45, 7, 22, 18, , 
2025/10/24, 20, 9, 22, 7, , 
2025/10/25, 29, 12, 17, 5, , 
2025/10/26, 48, 8, 20, 7, , 
2025/10/27, 27, 10, 19, 4, , 
2025/10/28, 35, 18, 17, 17, , 
2025/10/29, 42, 18, 21, 16, , 
2025/10/30, 42, 28, 20, 22, , 
2025/10/31, 70, 20, 28, 10, , 
2025/11/1, 57, 24, 22, 10, , 
2025/11/2, 63, 15, 20, 8, , 
2025/11/3, 45, 17, 13, 5, , 
2025/11/4, 58, 32, 14, 16, , 
2025/11/5, 90, 18, 17, 10, , 
2025/11/6, 61, 7, 11, 6, , 
2025/11/7, 31, 11, 7, 6, , 
2025/11/8, 41, 20, 6, 8, , 
2025/11/9, 69, 18, 7, 7, , 
2025/11/10, 64, 32, 12, 9, , 
2025/11/11, 98, 27, 4, 16, , 
2025/11/12, 89, 38, 4, 22, , 
2025/11/13, 109, 42, 8, 24, , 
2025/11/14, 113, 38, 12, 18, , 
2025/11/15, 98, 43, 19, 19, , 
2025/11/16, 91, 44, 21, 15, , 
2025/11/17, 70, 12, 16, 8, , 
2025/11/18, 47, 18, 12, 7, , 
2025/11/19, 63, 19, 15, 11, , 
2025/11/20, 66, 15, 11, 4, , 
2025/11/21, 54, 13, 12, 4, , 
2025/11/22, 54, 20, 13, 2, , 
2025/11/23, 71, 20, 19, 8, , 
2025/11/24, 68, 9, 26, 7, , 
2025/11/25, 29, 11, 19, 3, , 
2025/11/26, 41, 25, 3, 7, , 
2025/11/27, 81, 21, 6, 11, , 
2025/11/28, 74, 22, 13, 7, , 
2025/11/29, 74, 30, 12, 7, , 
2025/11/30, 96, 42, 6, 19, , 
2025/12/1, 110, 48, 8, 17, , 
2025/12/2, 138, 15, 11, , , 
2025/12/3, 58, , , , , 
2025/12/5, 47, , , 5, , 
2025/12/6, 25, , , 7, , 
2025/12/7, 40, , , 11, , 
2025/12/8, 96, , , 19, , 
2025/12/9, 111, , , 23, , 
2025/12/10, 119, , , 13, , 
2025/12/11, 107, , , 11, , 
2025/12/12, 70, , , 12, , 
2025/12/13, 67, , , 7, , 
2025/12/14, 74, , , 11, , 
2025/12/15, 109, , , 15, , 
2025/12/16, 129, , , 24, , 
2025/12/17, 164, , , 30, , 
2025/12/18, 171, , , 28, , 
2025/12/19, 150, , , , , 
2025/12/21, 138, , , 11, , 
2025/12/22, 80, , , 10, , 
2025/12/23, 81, , , 5, , 
2025/12/24, 36, , , 6, , 
2025/12/25, 35, , , 8, , 
2025/12/26, 71, , , 7, , 
2025/12/27, 86, , , 6, , 
2025/12/28, 55, , , , , 
2025/7/1, 32, 25, 43, 10, , 
2025/7/2, 31, 28, 52, 15, , 
2025/7/3, 33, 35, 59, 11, , 
2025/7/4, 40, 26, 38, 5, , 
2025/7/5, 42, 22, 68, 6, , 
2025/7/6, 46, 35, 42, 7, , 
2025/7/7, 54, 20, 33, 8, , 
2025/7/8, 46, 8, 14, 2, , 
2025/7/9, 33, 10, 27, 2, , 
2025/7/10, 28, 13, 31, 5, , 
2025/7/11, 35, 13, 39, 6, , 
2025/7/12, 36, 11, 48, 6, , 
2025/7/13, 33, 16, 47, 4, , 
2025/7/14, 30, 18, 41, 4, , 
2025/7/15, 35, 20, 37, 3, , 
2025/7/16, 43, 14, 19, 7, , 
2025/7/17, 43, 10, 36, 5, , 
2025/7/18, 26, 11, 41, 6, , 
2025/7/19, 30, 13, 39, 7, , 
2025/7/20, 41, 18, 52, 10, , 
2025/7/21, 42, 14, 36, 6, , 
2025/7/22, 28, 14, 37, 8, , 
2025/7/23, 22, 21, 54, 14, , 
2025/7/24, 36, 25, 53, 9, , 
2025/7/25, 49, 30, 56, 9, , 
2025/7/26, 57, 12, 40, 3, , 
2025/7/27, 38, 12, 23, 2, , 
2025/7/28, 37, 12, , , , 
2025/7/29, 41, 15, 23, 5, , 
2025/7/30, 50, 16, 40, 5, , 
2025/7/31, 39, 15, 45, 10, , 
2025/8/1, 33, 12, 50, 7, , 
2025/8/2, 30, 16, 42, 3, , 
2025/8/3, 44, 11, 25, 3, , 
2025/8/4, 40, 14, 37, 4, , 
2025/8/5, 40, 19, 36, 4, , 
2025/8/6, 38, 19, 39, 4, , 
2025/8/7, 35, 23, 47, , , 
2025/8/8, 47, 21, 48, 11, , 
2025/8/9, 36, 18, 50, 9, , 
2025/8/10, 39, 25, 43, 4, , 
2025/8/11, 46, 26, 47, 9, , 
2025/8/12, 45, 25, 44, 6, , 
2025/8/13, 46, 28, 43, 5, , 
2025/8/14, 43, 23, 41, 8, , 
2025/8/15, 33, 26, 53, 10, , 
2025/8/16, 42, 25, 43, 6, , 
2025/8/17, 59, 19, 34, 3, , 
2025/8/18, 57, 16, 40, 7, , 
2025/8/19, 42, 15, 46, 8, , 
2025/8/20, 39, 21, 43, 13, , 
2025/8/21, 48, 13, 28, 3, , 
2025/8/22, 43, 14, 35, 4, , 
2025/8/23, 35, 7, 30, 5, , 
2025/8/24, 18, 11, 34, 10, , 
2025/8/25, 24, 11, 43, 11, , 
2025/8/26, 20, 15, 44, 15, , 
2025/8/27, 28, 16, 46, 5, , 
2025/8/28, 23, 21, 46, 4, , 
2025/8/29, 26, 28, 36, 6, , 
2025/8/30, 47, 7, 22, 2, , 
2025/8/31, 24, 11, 35, 6, , 
2025/9/1, 25, 13, 42, 11, , 
2025/9/2, 21, 22, 33, 4, , 
2025/9/3, 33, 26, 37, 7, , 
2025/9/4, 73, 29, 41, 10, , 
2025/9/5, 67, 25, 35, 9, , 
2025/9/6, 44, 13, 35, 7, , 
2025/9/7, 29, 27, 40, 16, , 
2025/9/8, 53, 27, 47, 7, , 
2025/9/9, 59, 27, 37, 9, , 
2025/9/10, 59, 20, 22, 7, , 
2025/9/11, 61, 17, 31, 11, , 
2025/9/12, 50, 17, 36, 10, , 
2025/9/13, 47, 13, 28, 3, , 
2025/9/14, 35, 18, 28, 7, , 
2025/9/15, 56, 20, 27, 10, , 
2025/9/16, 42, 10, 23, 4, , 
2025/9/17, 21, 12, 28, 8, , 
2025/9/18, 28, 14, 30, 10, , 
2025/9/19, 29, 14, 35, 10, , 
2025/9/20, 30, 9, 32, 4, , 
2025/9/21, 18, 13, 33, 5, , 
2025/9/22, 23, 20, 41, 15, , 
2025/9/23, 33, 33, 31, 10, , 
2025/9/24, 60, 27, 21, 5, , 
2025/9/25, 57, 21, 22, 3, , 
2025/9/26, 33, 16, 27, 3, , 
2025/9/27, 27, 19, 23, 4, , 
2025/9/28, 43, 24, 8, 7, , 
2025/9/29, 74, 23, 19, 8, , 
2025/9/30, 63, 21, 15, 14, , 
2025/4/1, 68, 16, 36, 4, , 
2025/4/2, 50, 23, 28, 4, , 
2025/4/3, 69, 30, 35, 8, , 
2025/4/4, 86, 18, 44, 1, , 
2025/4/5, 52, 14, 40, , , 
2025/4/6, 28, 17, 42, 2, , 
2025/4/7, 46, 23, 49, 5, , 
2025/4/8, 61, 20, 49, 5, , 
2025/4/9, 52, 38, 39, 7, , 
2025/4/10, 66, 29, 47, 6, , 
2025/4/11, 50, 15, 41, 3, , 
2025/4/12, 42, 14, 42, , , 
2025/4/13, 43, 15, 35, , , 
2025/4/14, 49, 19, 35, 3, , 
2025/4/15, 57, 23, 39, 4, , 
2025/4/16, 57, 24, 39, 5, , 
2025/4/17, 52, 7, 47, 2, , 
2025/4/18, 20, 7, 49, 3, , 
2025/4/19, 21, 11, 47, 7, , 
2025/4/20, 32, 30, 47, 9, , 
2025/4/21, 52, 45, 35, 8, , 
2025/4/22, 74, 25, 46, 5, , 
2025/4/23, 59, 21, 33, 7, , 
2025/4/24, 61, 24, 46, 4, , 
2025/4/25, 67, 11, 37, 1, , 
2025/4/26, 42, 15, 35, 4, , 
2025/4/27, 44, 16, 43, 4, , 
2025/4/28, 42, 18, 49, 6, , 
2025/4/29, 37, 25, 54, 12, , 
2025/4/30, 56, 30, 63, 5, , 
2025/5/1, 66, 23, 58, 8, , 
2025/5/2, 50, 18, 41, 5, , 
2025/5/3, 37, 20, 44, 5, , 
2025/5/4, 47, 21, 42, 6, , 
2025/5/5, 56, 17, 30, 4, , 
2025/5/6, 56, 16, 27, 3, , 
2025/5/7, 54, 17, 27, 5, , 
2025/5/8, 62, 17, 41, 3, , 
2025/5/9, 55, 19, 49, 8, , 
2025/5/10, 54, 15, 57, 5, , 
2025/5/11, 48, 12, 36, 7, , 
2025/5/12, 41, 16, 45, 6, , 
2025/5/13, 48, 19, 51, 9, , 
2025/5/14, 50, 19, 52, 3, , 
2025/5/15, 39, 7, 41, 2, , 
2025/5/16, 21, 9, 41, , , 
2025/5/17, 22, 12, 47, 3, , 
2025/5/18, 29, 9, 36, 4, , 
2025/5/19, 28, 12, 49, 5, , 
2025/5/20, 35, 17, 34, 8, , 
2025/5/21, 59, 14, 42, 5, , 
2025/5/22, 48, 17, 29, 5, , 
2025/5/23, 56, 10, 40, , , 
2025/5/24, 28, 10, 43, 2, , 
2025/5/25, 31, 12, 41, 3, , 
2025/5/26, 33, 13, 49, 1, , 
2025/5/27, 32, 18, 50, 2, , 
2025/5/28, 40, 10, 40, 2, , 
2025/5/29, 28, 13, 43, 2, , 
2025/5/30, 27, 11, 50, 2, , 
2025/5/31, 29, 11, 52, 5, , 
2025/6/1, 31, 20, 52, 9, , 
2025/6/2, 43, 21, 49, 6, , 
2025/6/3, 42, 24, 43, 9, , 
2025/6/4, 48, 26, 47, 9, , 
2025/6/5, 59, 34, 47, 9, , 
2025/6/6, 67, 32, 49, 6, , 
2025/6/7, 68, 33, 38, 4, , 
2025/6/8, 63, 24, 32, 1, , 
2025/6/9, 53, 22, 34, 6, , 
2025/6/10, 53, 28, 44, 3, , 
2025/6/11, 60, 23, 42, 3, , 
2025/6/12, 44, 25, 44, 5, , 
2025/6/13, 45, 22, 41, 4, , 
2025/6/14, 33, 19, 42, 5, , 
2025/6/15, 45, 28, 45, 5, , 
2025/6/16, 47, 15, 33, 1, , 
2025/6/17, 29, 23, 43, 2, , 
2025/6/18, 54, 29, 40, 5, , 
2025/6/19, 60, 30, 37, 2, , 
2025/6/20, 44, 27, 37, 3, , 
2025/6/21, 36, 21, 40, 7, , 
2025/6/22, 36, 21, 51, 7, , 
2025/6/23, 37, 27, 41, 8, , 
2025/6/24, 42, 29, 69, 14, , 
2025/6/25, 48, 39, 55, 12, , 
2025/6/26, 72, 25, 39, 12, , 
2025/6/27, 45, 18, 35, 3, , 
2025/6/28, 30, 18, 33, 4, , 
2025/6/29, 33, 26, 36, 4, , 
2025/6/30, 37, 27, 41, 4, , 
2025/1/1, 169, 50, 26, 20, , 
2025/1/2, 131, 14, 29, 5, , 
2025/1/3, 55, 39, 22, 15, , 
2025/1/4, 111, 23, 29, 8, , 
2025/1/5, 74, 12, 29, , , 
2025/1/6, 48, 12, 29, 2, , 
2025/1/7, 47, 20, 24, 15, , 
2025/1/8, 58, 18, 28, 7, , 
2025/1/9, 48, 7, 28, 5, , 
2025/1/10, 27, 25, 22, 10, , 
2025/1/11, 77, 31, 17, 5, , 
2025/1/12, 95, 20, 13, 10, , 
2025/1/13, 68, 33, 11, 12, , 
2025/1/14, 98, 39, 10, 14, , 
2025/1/15, 112, 37, 15, 7, , 
2025/1/16, 104, 38, 17, 10, , 
2025/1/17, 107, 20, 16, 5, , 
2025/1/18, 72, 18, 16, 5, , 
2025/1/19, 66, 31, 12, 9, , 
2025/1/20, 100, 39, 5, 11, , 
2025/1/21, 105, 54, 4, 13, , 
2025/1/22, 143, 36, 14, 13, , 
2025/1/23, 88, 36, 8, 14, , 
2025/1/24, 113, 33, 9, 11, , 
2025/1/25, 99, 23, 19, 10, , 
2025/1/26, 70, 22, 24, 10, , 
2025/1/27, 62, 13, 24, 3, , 
2025/1/28, 36, 19, 22, 5, , 
2025/1/29, 53, 24, 20, 5, , 
2025/1/30, 72, 41, 19, 15, , 
2025/1/31, 111, 31, 13, 16, , 
2025/2/1, 86, 38, 18, 7, , 
2025/2/2, 112, 27, 19, 9, , 
2025/2/3, 82, 36, 19, 11, , 
2025/2/4, 96, 49, 24, 11, , 
2025/2/5, 131, 54, 26, 22, , 
2025/2/6, 143, 30, 23, 9, , 
2025/2/7, 85, 25, 21, 3, , 
2025/2/8, 74, 25, 22, 2, , 
2025/2/9, 78, 27, 20, 8, , 
2025/2/10, 79, 29, 25, 6, , 
2025/2/11, 83, 28, 24, 6, , 
2025/2/12, 80, 33, 18, 11, , 
2025/2/13, 97, 33, 17, , , 
2025/2/14, 94, 21, 19, 5, , 
2025/2/15, 72, 20, 22, 7, , 
2025/2/16, 66, 28, 25, 6, , 
2025/2/17, 86, 33, 25, 8, , 
2025/2/18, 98, 35, 31, 12, , 
2025/2/19, 96, 49, 31, 19, , 
2025/2/20, 128, 42, 35, 16, , 
2025/2/21, 117, 26, 37, 3, , 
2025/2/22, 80, 29, 33, 6, , 
2025/2/23, 86, 60, 21, 20, , 
2025/2/24, 150, 54, 30, 19, , 
2025/2/25, 139, 37, 24, 16, , 
2025/2/26, 100, 36, 31, 9, , 
2025/2/27, 98, 27, 15, 7, , 
2025/2/28, 89, 27, 34, 8, , 
2025/3/1, 88, 22, 32, 5, , 
2025/3/2, 71, 29, 39, 13, , 
2025/3/3, 85, 39, 33, 18, , 
2025/3/4, 98, 40, 39, 22, , 
2025/3/5, 103, 36, 42, 16, , 
2025/3/6, 91, 50, 42, 23, , 
2025/3/7, 111, 25, 48, 5, , 
2025/3/8, 65, 25, 48, 5, , 
2025/3/9, 69, 27, 41, 5, , 
2025/3/10, 65, 17, 30, 7, , 
2025/3/11, 53, 17, 36, 4, , 
2025/3/12, 48, 12, 43, 1, , 
2025/3/13, 33, 11, 38, 2, , 
2025/3/14, 24, 28, 36, 4, , 
2025/3/15, 65, 14, 19, 4, , 
2025/3/16, 54, 16, 34, 5, , 
2025/3/17, 59, 11, 34, 4, , 
2025/3/18, 27, 29, 40, 12, , 
2025/3/19, 81, 27, 39, 16, , 
2025/3/20, 73, 36, 40, 21, , 
2025/3/21, 79, 33, 40, 10, , 
2025/3/22, 75, 20, 37, 3, , 
2025/3/23, 53, 22, 30, 5, , 
2025/3/24, 55, 21, 30, 11, , 
2025/3/25, 60, 32, 20, 16, , 
2025/3/26, 89, 19, 23, 9, , 
2025/3/27, 63, 15, 31, 3, , 
2025/3/28, 56, 13, 34, 3, , 
2025/3/29, 43, 23, 33, 6, , 
2025/3/30, 70, 20, 34, 4, , 
2025/3/31, 64, 21, 25, 6, , 
2024/10/1, 45, 12, 31, 10, , 
2024/10/2, 34, 14, 26, 9, , 
2024/10/3, 39, 11, 22, 5, , 
2024/10/4, 38, 19, 15, 6, , 
2024/10/5, 60, 18, 25, 2, , 
2024/10/6, 57, 16, 28, 11, , 
2024/10/7, 51, 14, 34, 8, , 
2024/10/8, 33, 10, 28, 10, , 
2024/10/9, 24, 12, 33, 9, , 
2024/10/10, 29, 11, 21, 7, , 
2024/10/11, 38, 16, 23, 8, , 
2024/10/12, 50, 17, 26, 10, , 
2024/10/13, 53, 15, 27, 11, , 
2024/10/14, 35, 20, 31, 9, , 
2024/10/15, 47, 19, 23, 11, , 
2024/10/16, 56, 20, 32, 8, , 
2024/10/17, 55, 17, 31, 5, , 
2024/10/18, 36, 15, 31, 4, , 
2024/10/19, 34, 14, 34, 6, , 
2024/10/20, 38, 24, 29, 15, , 
2024/10/21, 62, , , , , 
2024/10/26, 80, 29, 38, , , 
2024/10/27, 73, 44, 28, , , 
2024/10/28, 99, 47, 19, , , 
2024/10/29, 113, 44, 28, , , 
2024/10/30, 106, 42, 28, , , 
2024/10/31, 108, 32, 27, , , 
2024/11/1, 82, 31, 25, , , 
2024/11/2, 78, 27, 24, , , 
2024/11/3, 68, 46, 24, 16, , 
2024/11/4, 103, 40, 28, 12, , 
2024/11/5, 102, 39, 28, 14, , 
2024/11/6, 89, 42, 29, 15, , 
2024/11/7, 99, 70, 20, 21, , 
2024/11/8, 154, 66, 19, 12, , 
2024/11/9, 160, 48, 23, 13, , 
2024/11/10, 131, 44, 16, 10, , 
2024/11/11, 124, 32, 14, 14, , 
2024/11/12, 98, 30, 18, 12, , 
2024/11/13, 90, 20, 19, 8, , 
2024/11/14, 68, 25, 18, 9, , 
2024/11/15, 78, 38, 17, 12, , 
2024/11/16, 110, 38, 22, 17, , 
2024/11/17, 105, 66, 11, 32, , 
2024/11/18, 162, 39, 27, 21, , 
2024/11/19, 112, 10, 29, 7, , 
2024/11/20, 34, 12, 30, 6, , 
2024/11/21, 46, 9, 30, 6, , 
2024/11/22, 30, 19, 28, 7, , 
2024/11/23, 65, 19, 28, 10, , 
2024/11/24, 65, 26, 26, 20, , 
2024/11/25, 75, 30, 24, 20, , 
2024/11/26, 75, 43, 16, 16, , 
2024/11/27, 119, 49, 29, 15, , 
2024/11/28, 140, 11, 27, 7, , 
2024/11/29, 42, 28, 15, 7, , 
2024/11/30, 87, 13, 30, 7, , 
2024/12/1, 52, 14, 27, 5, , 
2024/12/2, 53, 19, 22, 10, , 
2024/12/3, 63, 32, 11, 12, , 
2024/12/4, 94, 29, 22, 13, , 
2024/12/5, 89, 18, 16, 8, , 
2024/12/6, 61, 25, 20, 10, , 
2024/12/7, 80, 18, 20, 6, , 
2024/12/8, 65, 24, 14, 8, , 
2024/12/9, 73, 24, 9, 8, , 
2024/12/10, 83, 22, 12, 8, , 
2024/12/11, 73, 25, 12, 5, , 
2024/12/12, 79, 35, 17, 10, , 
2024/12/13, 100, 29, 19, 9, , 
2024/12/14, 89, 35, 16, 5, , 
2024/12/15, 106, 17, 25, 8, , 
2024/12/16, 56, 31, 18, 18, , 
2024/12/17, 87, 48, 15, 20, , 
2024/12/18, 129, 64, 13, 24, , 
2024/12/19, 157, 30, 19, 14, , 
2024/12/20, 92, 15, 21, 6, , 
2024/12/21, 51, 27, 23, 8, , 
2024/12/22, 81, 21, 16, 13, , 
2024/12/23, 72, 18, 14, 12, , 
2024/12/24, 67, 20, 16, 12, , 
2024/12/25, 68, 19, 18, 6, , 
2024/12/26, 67, 35, 21, 6, , 
2024/12/27, 106, 43, 24, 15, , 
2024/12/28, 123, 58, 26, 21, , 
2024/12/29, 153, , , , , 
2024/7/1, 51, 12, 26, 4, , 
2024/7/2, 41, 13, 37, 3, , 
2024/7/3, 34, 18, 35, 4, , 
2024/7/4, 45, 11, 28, 7, , 
2024/7/5, 33, 10, 43, 4, , 
2024/7/6, 20, 16, 51, 4, , 
2024/7/7, 43, 21, 51, 10, , 
2024/7/8, 44, 23, 63, 11, , 
2024/7/9, 44, 28, 63, 10, , 
2024/7/10, 48, 27, 63, 8, , 
2024/7/11, 48, 26, 62, 6, , 
2024/7/12, 47, 28, 76, 4, , 
2024/7/13, 58, 30, 79, 4, , 
2024/7/14, 61, 28, 69, 7, , 
2024/7/15, 62, 25, , 8, , 
2024/7/16, 50, 38, 46, 8, , 
2024/7/17, 70, 32, 61, , , 
2024/7/18, 64, 23, 53, 6, , 
2024/7/19, 49, 19, 47, 5, , 
2024/7/20, 51, 19, 44, 3, , 
2024/7/21, 59, 19, 51, 5, , 
2024/7/22, 53, 25, 46, 6, , 
2024/7/23, 59, 20, 42, 5, , 
2024/7/24, 45, 14, 42, 4, , 
2024/7/25, 24, 18, 43, 8, , 
2024/7/26, 37, 14, 51, 8, , 
2024/7/27, 31, 13, 57, 7, , 
2024/7/28, 26, 16, 41, 3, , 
2024/7/29, 20, 21, 44, 5, , 
2024/7/30, 29, 19, 43, 11, , 
2024/7/31, 30, 17, 58, 12, , 
2024/8/1, 31, 25, 47, 7, , 
2024/8/2, 45, 18, 46, 4, , 
2024/8/3, 39, 12, 43, 5, , 
2024/8/4, 26, 23, 41, 5, , 
2024/8/5, 41, 15, 42, 4, , 
2024/8/6, 28, 14, 43, 10, , 
2024/8/7, 23, 21, 48, 10, , 
2024/8/8, 29, 22, 44, 4, , 
2024/8/9, 33, 19, 46, 7, , 
2024/8/10, 34, 16, 48, 10, , 
2024/8/11, 35, 20, 64, 11, , 
2024/8/12, 38, 20, 47, 15, , 
2024/8/13, 32, 25, 60, 11, , 
2024/8/14, 43, 31, 88, 11, , 
2024/8/15, 53, 35, 79, 15, , 
2024/8/16, 61, 26, 58, 11, , 
2024/8/17, 48, 24, 58, 5, , 
2024/8/18, 52, 23, 50, 7, , 
2024/8/19, 48, 17, 46, 11, , 
2024/8/20, 43, 29, 59, 7, , 
2024/8/21, 53, 22, 48, 5, , 
2024/8/22, 49, 17, 52, 10, , 
2024/8/23, 38, 23, 60, 11, , 
2024/8/24, 41, 24, 76, 13, , 
2024/8/25, 49, 39, 69, 16, , 
2024/8/26, 59, 40, 38, 12, , 
2024/8/27, 66, 29, 48, 14, , 
2024/8/28, 63, 32, 47, 13, , 
2024/8/29, 59, 24, 44, 9, , 
2024/8/30, 43, 32, 43, 13, , 
2024/8/31, 54, 41, 49, 15, , 
2024/9/1, 60, 43, 58, 20, , 
2024/9/2, 67, 45, 63, 21, , 
2024/9/3, 63, 45, 59, 16, , 
2024/9/4, 68, 49, 51, 10, , 
2024/9/5, 73, 45, 51, 8, , 
2024/9/6, 75, 27, 38, 5, , 
2024/9/7, 56, 32, 43, 4, , 
2024/9/8, 50, 32, 38, 9, , 
2024/9/9, 53, 20, 22, 9, , 
2024/9/10, 61, 18, 28, 8, , 
2024/9/11, 56, 12, 39, 9, , 
2024/9/12, 32, 10, 18, 4, , 
2024/9/13, 32, 3, 21, 2, , 
2024/9/14, 12, 3, 16, 2, , 
2024/9/15, 10, 5, 13, 4, , 
2024/9/16, 17, 12, 25, 10, , 
2024/9/17, 39, 27, 20, 12, , 
2024/9/18, 67, 27, 31, 11, , 
2024/9/19, 60, 23, 32, 10, , 
2024/9/20, 44, 28, 42, 11, , 
2024/9/21, 50, 32, 44, 17, , 
2024/9/22, 65, 24, 44, 14, , 
2024/9/23, 54, 19, 35, 7, , 
2024/9/24, 46, 14, 30, 12, , 
2024/9/25, 40, 16, 40, 10, , 
2024/9/26, 44, 12, 42, 6, , 
2024/9/27, 36, 18, 39, 7, , 
2024/9/28, 37, 6, 24, 3, , 
2024/9/29, 24, 9, 28, 5, , 
2024/9/30, 26, 16, 28, 10, , 
2024/4/1, 85, 14, 39, 2, , 
2024/4/2, 17, 11, 41, 10, , 
2024/4/3, 23, 13, 40, 8, , 
2024/4/4, 26, 16, 44, 10, , 
2024/4/5, 30, 21, 45, 9, , 
2024/4/6, 34, 21, 43, 9, , 
2024/4/7, 38, 12, 41, 4, , 
2024/4/8, 20, 16, 47, 6, , 
2024/4/9, 26, 30, 48, 6, , 
2024/4/10, 36, 30, 38, 4, , 
2024/4/11, 54, 39, 46, 7, , 
2024/4/12, 72, 34, 47, 9, , 
2024/4/13, 62, 26, 51, 11, , 
2024/4/14, 48, 29, 47, 5, , 
2024/4/15, 43, 36, 38, 5, , 
2024/4/16, 51, 6, 31, 3, , 
2024/4/17, 26, 17, 23, 7, , 
2024/4/18, 57, 20, 38, 9, , 
2024/4/19, 62, 17, 43, 11, , 
2024/4/20, 52, 12, 28, 5, , 
2024/4/21, 45, 17, 38, 6, , 
2024/4/22, 57, 14, 30, 6, , 
2024/4/23, 42, 17, 28, 6, , 
2024/4/24, 56, 23, 40, 12, , 
2024/4/25, 72, 23, 37, 12, , 
2024/4/26, 70, 14, 36, 7, , 
2024/4/27, 34, 12, 35, 4, , 
2024/4/28, 36, 12, 35, 5, , 
2024/4/29, 26, 20, 34, 4, , 
2024/4/30, 35, 16, 35, 2, , 
2024/5/1, 26, 12, 32, 3, , 
2024/5/2, 30, 10, 27, 4, , 
