date, pm25, pm10, o3, no2, so2, co
2024/11/5, 43, , 34, 16, , 
2024/11/6, 33, , 27, 20, , 
2024/11/7, 29, , 31, 21, , 
2024/11/8, 38, , 36, 25, , 
2024/11/9, 60, , 47, 24, , 
2024/11/10, 72, , 39, 21, , 
2024/11/11, 64, , 36, 11, , 
2024/11/12, 26, , 36, 20, , 
2024/11/13, 29, , 32, 17, , 
2024/11/14, 35, , 32, 6, , 
2024/11/15, 24, , 31, 6, , 
2024/11/16, 18, , 29, 14, , 
2024/11/17, 27, , 31, 17, , 
2024/11/18, 45, , 32, 19, , 
2024/11/19, 41, , 31, 25, , 
2024/11/20, 40, , 32, 27, , 
2024/11/21, 47, , 28, 28, , 
2024/11/22, 56, , 21, 19, , 
2024/11/23, 51, , 27, 9, , 
2024/11/24, 32, , 13, 21, , 
2024/11/25, 49, , 17, 16, , 
2024/11/26, 38, , 21, 8, , 
2024/11/27, 27, , 31, 10, , 
2024/11/28, 40, , 16, 21, , 
2024/11/29, 48, , 27, 19, , 
2024/11/30, 35, , 31, 21, , 
2024/12/1, 54, , 30, 23, , 
2024/12/2, 62, , 20, 29, , 
2024/12/3, 73, , 20, 24, , 
2024/12/4, 104, , 24, 25, , 
2024/12/5, 122, , 18, 29, , 
2024/12/6, 74, , 28, 23, , 
2024/12/7, 36, , 26, 23, , 
2024/12/8, 67, , 26, 22, , 
2024/12/9, 92, , 25, 26, , 
2024/12/10, 53, , 19, 27, , 
2024/12/11, 40, , 19, 24, , 
2024/12/12, 48, , 11, 22, , 
2024/12/13, 58, , 26, 19, , 
2024/12/14, 56, , 30, 16, , 
2024/12/15, 56, , 27, 24, , 
2024/12/16, 41, , 25, 29, , 
2024/12/17, 58, , 27, 25, , 
2024/12/18, 39, , 24, 30, , 
2024/12/19, 50, , 21, 31, , 
2024/12/20, 83, , 31, 23, , 
2024/12/21, 83, , 19, 27, , 
2024/12/22, 95, , 22, 28, , 
2024/12/23, 116, , 34, 20, , 
2024/12/24, 96, , 31, 6, , 
2024/12/25, 34, , 25, 22, , 
2024/12/26, 55, , 20, 16, , 
2024/12/27, 55, , 18, 14, , 
2024/12/28, 68, , 19, 12, , 
2024/12/29, 76, , , , , 
2024/7/1, 54, , 57, 9, , 
2024/7/2, 52, , 61, 10, , 
2024/7/3, 46, , 60, 7, , 
2024/7/4, 52, , 62, 9, , 
2024/7/5, 137, , 50, 8, , 
2024/7/6, 62, , 47, 6, , 
2024/7/7, 52, , 48, 7, , 
2024/7/8, 48, , 64, 10, , 
2024/7/9, 49, , 68, 11, , 
2024/7/10, 56, , 64, 11, , 
2024/7/11, 55, , 41, 8, , 
2024/7/12, 63, , 50, 6, , 
2024/7/13, 57, , 45, 6, , 
2024/7/14, 53, , 46, 6, , 
2024/7/15, 41, , 46, 8, , 
2024/7/16, 38, , 54, 8, , 
2024/7/17, 39, , 56, 7, , 
2024/7/18, 47, , 67, 9, , 
2024/7/19, 52, , 60, 10, , 
2024/7/20, 46, , 49, 8, , 
2024/7/21, 49, , 50, 9, , 
2024/7/22, 48, , 53, 8, , 
2024/7/23, 46, , 51, 9, , 
2024/7/24, 47, , 54, 11, , 
2024/7/25, 56, , 56, 9, , 
2024/7/26, 47, , 44, 8, , 
2024/7/27, 56, , 45, 7, , 
2024/7/28, 39, , 44, 9, , 
2024/7/29, 34, , 53, 10, , 
2024/7/30, 42, , 53, 11, , 
2024/7/31, 47, , 57, 12, , 
2024/8/1, 46, , 72, 11, , 
2024/8/2, 49, , 61, 12, , 
2024/8/3, 45, , 61, 11, , 
2024/8/4, 48, , 70, 13, , 
2024/8/5, 49, , 68, 12, , 
2024/8/6, 53, , 42, 10, , 
2024/8/7, 61, , 48, 10, , 
2024/8/8, 57, , 57, 9, , 
2024/8/9, 54, , 73, 9, , 
2024/8/10, 55, , 66, 8, , 
2024/8/11, 59, , 49, 10, , 
2024/8/12, 51, , 57, 11, , 
2024/8/13, 50, , 56, 11, , 
2024/8/14, 55, , 53, 11, , 
2024/8/15, 49, , 62, 12, , 
2024/8/16, 56, , 44, 5, , 
2024/8/17, 56, , 46, 5, , 
2024/8/18, 49, , 58, 10, , 
2024/8/19, 40, , 67, 14, , 
2024/8/20, 35, , 69, 12, , 
2024/8/21, 51, , 46, 7, , 
2024/8/22, 45, , 45, 6, , 
2024/8/23, 44, , 48, 7, , 
2024/8/24, 45, , 47, 6, , 
2024/8/25, 46, , 52, 9, , 
2024/8/26, 48, , 50, 8, , 
2024/8/27, 51, , 56, 6, , 
2024/8/28, 52, , 51, 5, , 
2024/8/29, 55, , 49, 8, , 
2024/8/30, 51, , 54, 9, , 
2024/8/31, 57, , 60, 8, , 
2024/9/1, 59, , 66, 8, , 
2024/9/2, 60, , 56, 12, , 
2024/9/3, 55, , 57, 12, , 
2024/9/4, 43, , 98, 23, , 
2024/9/5, 51, , 29, , , 
2024/9/9, 16, , 49, 14, , 
2024/9/10, 38, , 42, 10, , 
2024/9/11, 45, , 42, 7, , 
2024/9/12, 49, , 45, 6, , 
2024/9/13, 49, , 51, 4, , 
2024/9/14, 54, , 44, 2, , 
2024/9/15, 34, , 35, 2, , 
2024/9/16, 23, , 38, 6, , 
2024/9/17, 31, , 39, 9, , 
2024/9/18, 39, , 36, 7, , 
2024/9/19, 35, , 39, 7, , 
2024/9/20, 33, , 45, 6, , 
2024/9/21, 48, , 48, 6, , 
2024/9/22, 53, , 58, 11, , 
2024/9/23, 53, , 42, 9, , 
2024/9/24, 59, , 37, 7, , 
2024/9/25, 51, , 41, 11, , 
2024/9/26, 41, , 39, 11, , 
2024/9/27, 51, , 51, 9, , 
2024/9/28, 49, , 47, 9, , 
2024/9/29, 46, , 63, 14, , 
2024/9/30, 53, , 61, 16, , 
2024/4/1, 18, , 38, 12, , 
2024/4/2, 24, , 43, 13, , 
2024/4/3, 36, , 32, 3, , 
2024/4/4, 24, , 36, 4, , 
2024/4/5, 18, , 38, 9, , 
2024/4/6, 25, , 38, 10, , 
2024/4/7, 31, , 40, 9, , 
2024/4/8, 25, , 42, 8, , 
2024/4/9, 17, , 48, 17, , 
2024/4/10, 40, , 54, 17, , 
2024/4/11, 53, , 38, 9, , 
2024/4/12, 62, , 41, 4, , 
2024/4/13, 22, , 34, 8, , 
2024/4/14, 28, , 42, 10, , 
2024/4/15, 31, , 49, 13, , 
2024/4/16, 30, , 46, 13, , 
2024/4/17, 36, , 40, 15, , 
2024/4/18, 52, , 44, 6, , 
2024/4/19, 53, , 48, 5, , 
2024/4/20, 54, , 49, 7, , 
2024/4/21, 53, , 46, 8, , 
2024/4/22, 75, , 41, 4, , 
2024/4/23, 28, , 39, 5, , 
2024/4/24, 28, , 33, 3, , 
2024/4/25, 19, , 31, 5, , 
2024/4/26, 25, , 34, 5, , 
2024/4/30, 55, , 43, 5, , 
2024/5/1, 53, , 46, 8, , 
2024/5/2, 55, , 49, 5, , 
2024/5/3, 53, , 37, 3, , 
2024/5/4, 38, , 38, 1, , 
2024/5/5, 14, , 37, 6, , 
2024/5/6, 27, , 45, 10, , 
2024/5/7, 37, , 46, 8, , 
2024/5/8, 42, , 44, 5, , 
2024/5/9, 49, , 39, 5, , 
2024/5/10, 46, , 36, 5, , 
2024/5/11, 42, , 49, 5, , 
2024/5/12, 59, , 37, 6, , 
2024/5/13, 51, , 42, 5, , 
2024/5/14, 49, , 34, 6, , 
2024/5/15, 40, , 40, 3, , 
2024/5/16, 32, , 37, 5, , 
2024/5/17, 38, , 37, 4, , 
2024/5/18, 33, , 42, 3, , 
2024/5/19, 35, , 40, 4, , 
2024/5/20, 30, , 43, 5, , 
2024/5/21, 42, , 44, 5, , 
2024/5/22, 49, , 39, 5, , 
2024/5/23, 45, , 38, 5, , 
2024/5/24, 41, , 32, 3, , 
2024/5/25, 25, , 35, 4, , 
2024/5/26, 30, , 43, 6, , 
2024/5/27, 45, , 40, 6, , 
2024/5/28, 51, , 42, 7, , 
2024/5/29, 53, , 46, 8, , 
2024/5/30, 59, , 48, 6, , 
2024/5/31, 60, , 49, 5, , 
2024/6/1, 53, , 40, 4, , 
2024/6/2, 40, , 41, 6, , 
2024/6/3, 45, , 50, 7, , 
2024/6/4, 56, , 57, 7, , 
2024/6/5, 62, , 51, 6, , 
2024/6/6, 54, , 37, 6, , 
2024/6/7, 38, , 33, 4, , 
2024/6/8, 40, , 36, 4, , 
2024/6/9, 26, , 43, 5, , 
2024/6/10, 39, , 41, 7, , 
2024/6/11, 46, , 45, 6, , 
2024/6/12, 43, , 41, 5, , 
2024/6/13, 39, , 58, 7, , 
2024/6/14, 45, , 47, 11, , 
2024/6/15, 57, , 46, 7, , 
2024/6/16, 64, , 41, 3, , 
2024/6/17, 60, , 48, 5, , 
2024/6/18, 57, , 48, 5, , 
