date, pm25, pm10, o3, no2, so2, co
2026/1/11, 122, 39, 20, 15, 2, 4
2026/1/12, 86, 13, 23, 8, 2, 3
2026/1/13, 43, 13, 23, 8, 3, 2
2026/1/14, 35, 14, 21, 14, 3, 3
2026/1/15, 46, 43, 11, 51, 1, 10
2026/1/16, 110, 51, 9, 26, 1, 9
2026/1/17, 134, 20, 23, 8, 2, 2
2026/1/18, 58, 14, 22, 6, 3, 2
2026/1/19, 36, 15, 21, 15, 2, 3
2026/1/20, 44, 23, 10, 30, 2, 6
2026/1/21, 62, 41, 6, 25, 3, 6
2026/1/22, 110, 23, 10, 21, 3, 5
2026/1/23, 74, 21, 14, 15, 3, 4
2026/1/24, 71, 15, 13, 14, 3, 5
2026/1/25, 58, 27, 28, 13, 2, 5
2026/1/26, 81, 39, 27, 18, 2, 5
2026/1/27, 90, 37, 21, 22, 4, 4
2026/1/28, 91, 47, 6, 34, 6, 10
2026/1/29, 106, 50, 22, 19, , 3
2026/1/30, 122, 33, 12, 20, , 4
2026/1/31, 85, 38, 13, 26, , 7
2025/10/1, 49, 19, 26, 16, 3, 3
2025/10/2, 61, 22, 25, 9, 4, 3
2025/10/3, 63, 16, 24, 11, 3, 2
2025/10/4, 54, 15, 28, 8, 3, 2
2025/10/5, 51, 19, 26, 14, 4, 2
2025/10/6, 54, 18, 26, 8, 4, 2
2025/10/7, 54, 19, 22, 15, 6, 2
2025/10/8, 51, 19, 25, 15, 2, 2
2025/10/9, 25, 21, 20, 8, , 2
2025/10/10, 18, 18, 26, 21, , 3
2025/10/11, 31, 20, 22, 6, , 1
2025/10/12, 27, 13, 25, 8, 2, 1
2025/10/13, 26, 20, 27, 24, 2, 3
2025/10/14, 50, 25, 27, 21, 2, 4
2025/10/15, 75, 24, 28, 22, 3, 4
2025/10/16, 79, 32, 28, 28, 2, 5
2025/10/17, 84, 32, 31, 25, 2, 4
2025/10/18, 83, 28, 25, 19, 1, 4
2025/10/19, 81, 30, 19, 27, 2, 4
2025/10/20, 96, 24, 17, 20, 2, 3
2025/10/21, 81, 26, 16, 29, 2, 4
2025/10/22, 77, 31, 11, 26, 2, 5
2025/10/23, 101, 28, 16, 25, 2, 5
2025/10/24, 113, 27, 21, 11, 3, 3
2025/10/25, 83, 22, 24, 14, 1, 3
2025/10/26, 74, 30, 21, 17, 2, 4
2025/10/27, 93, 28, 17, 15, 1, 3
2025/10/28, 78, 22, 21, 21, 2, 3
2025/10/29, 68, 26, 21, 17, 3, 3
2025/10/30, 75, 36, 22, 38, 1, 6
2025/10/31, 81, 43, 27, 51, 1, 8
2025/11/1, 98, 48, 31, 40, 2, 8
2025/11/2, 118, 48, 16, 61, 1, 8
2025/11/3, 119, 51, 20, 63, 1, 10
2025/11/4, 132, 48, 14, 82, 3, 12
2025/11/5, 128, 49, 24, 38, 1, 10
2025/11/6, 126, 34, 29, 16, 2, 3
2025/11/7, 97, 24, 21, 38, 3, 5
2025/11/8, 77, 29, 31, 31, 1, 8
2025/11/9, 78, 34, 18, 54, 1, 7
2025/11/10, 93, 41, 26, 29, 1, 7
2025/11/11, 114, 36, 28, 28, 2, 5
2025/11/12, 97, 27, 28, 20, 3, 4
2025/11/13, 77, 22, 33, 7, 1, 2
2025/11/14, 71, 16, 33, 10, 3, 1
2025/11/15, 51, 16, 27, 51, 2, 4
2025/11/16, 49, 30, 25, 54, 2, 8
2025/11/17, 84, 29, 32, 44, 2, 6
2025/11/18, 87, 36, 21, 49, 1, 8
2025/11/19, 98, 43, 24, 59, 1, 10
2025/11/20, 114, 48, 21, 58, 2, 10
2025/11/21, 126, 57, 23, 52, 2, 13
2025/11/22, 146, 54, 16, 49, 2, 9
2025/11/23, 117, 50, 17, 40, 1, 4
2025/11/24, 110, 34, 21, 26, 4, 4
2025/11/25, 87, 25, 24, 13, 3, 3
2025/11/26, 72, 19, 19, 34, 1, 5
2025/11/27, 65, 29, 3, 34, 2, 9
2025/11/28, 92, 41, 12, 36, 1, 8
2025/11/29, 108, 34, 13, 15, 2, 3
2025/11/30, 107, 23, 12, 20, 4, 7
2025/12/1, 65, 39, 14, 44, 1, 8
2025/12/2, 75, 38, 16, 52, 2, 11
2025/12/3, 99, 48, 7, 63, 2, 12
2025/12/4, 116, 45, 7, 27, 2, 8
2025/12/5, 119, 27, 9, 19, 2, 5
2025/12/6, 83, 23, 22, 11, 2, 4
2025/12/7, 72, 31, 10, 40, 2, 9
2025/12/8, 85, 26, 17, 16, 3, 5
2025/12/9, 74, 18, 16, 15, 4, 3
2025/12/10, 57, 18, 18, 15, 2, 3
2025/12/11, 58, 14, 18, 25, 2, 4
2025/12/12, 45, 32, 11, 45, , 10
2025/12/13, 89, 32, 16, 42, 1, 7
2025/12/14, 100, 34, 21, 49, 2, 15
2025/12/15, 105, 14, 20, 12, 2, 2
2025/12/16, 52, 13, 21, 8, 2, 2
2025/12/17, 39, 37, 11, 48, 1, 7
2025/12/18, 95, 57, 10, 66, 1, 14
2025/12/19, 143, 59, 11, 56, 1, 17
2025/12/20, 152, 46, 6, 26, 1, 6
2025/12/21, 117, 30, 4, 34, 2, 8
2025/12/22, 92, 23, 10, 24, 2, 5
2025/12/23, 81, 24, 5, 30, 2, 7
2025/12/24, 80, 33, 17, 40, 2, 8
2025/12/25, 100, 41, 19, 22, 1, 6
2025/12/26, 109, 19, 21, 8, 2, 2
2025/12/27, 61, 15, 21, 11, 2, 2
2025/12/28, 40, , , , , 
2025/7/1, 50, 39, 41, 10, , 1
2025/7/2, 59, 35, 32, 5, , 1
2025/7/3, 62, 34, 31, 9, 1, 
2025/7/4, 48, 32, 34, 9, , 
2025/7/5, 48, 38, 49, 18, 109, 2
2025/7/6, 59, 49, 40, 23, 74, 3
2025/7/7, 75, 54, 28, 22, 66, 2
2025/7/8, 69, 57, 500, 10, , 2
2025/7/9, 54, 52, 500, 11, , 1
2025/7/10, 58, 43, 437, 10, , 1
2025/7/11, 64, 48, , 9, , 8
2025/7/12, 83, 59, , 6, , 5
2025/7/13, 114, 42, , 8, , 3
2025/7/14, 70, 22, , 8, 2, 3
2025/7/15, 62, 7, , 9, 2, 3
2025/7/16, 30, 3, , 9, 2, 3
2025/7/18, 90, 34, , 8, 4, 2
2025/7/19, 71, 26, , 12, 2, 2
2025/7/20, 59, 26, , 10, 2, 2
2025/7/21, 64, 23, , 15, 2, 3
2025/7/22, 67, 29, , 18, 2, 3
2025/7/23, 72, 31, , 15, 1, 3
2025/7/24, 78, 30, , 14, 1, 2
2025/7/25, 73, 26, , 8, 3, 2
2025/7/26, 58, 23, , 9, 2, 4
2025/7/27, 65, 23, , 5, 1, 4
2025/7/28, 62, 24, , 6, 2, 3
2025/7/29, 67, 25, , 6, 2, 2
2025/7/30, 74, 31, , 5, 2, 3
2025/7/31, 80, 25, , 7, 3, 3
2025/8/1, 75, 25, , 5, 2, 3
2025/8/2, 68, 26, , 6, 2, 3
2025/8/3, 66, 21, , 8, 3, 3
2025/8/4, 59, 21, , 9, 2, 3
2025/8/5, 63, 24, , 11, 2, 4
2025/8/6, 69, 24, , 8, 1, 4
2025/8/7, 67, 26, , 12, 4, 4
2025/8/8, 73, 26, , 12, 1, 3
2025/8/9, 72, 18, , 7, 2, 2
2025/8/10, 56, 21, , 14, 3, 3
2025/8/11, 64, 24, , 18, 2, 4
2025/8/12, 69, 29, 32, 25, 2, 4
2025/8/13, 74, 36, 34, 23, 3, 5
2025/8/14, 83, 35, 41, 14, 3, 4
2025/8/15, 82, 30, 43, 5, 2, 3
2025/8/16, 78, 33, 39, 6, 2, 3
2025/8/17, 76, 26, 36, 5, 2, 3
2025/8/18, 65, 25, 44, 9, 3, 4
2025/8/19, 63, 26, 42, 8, 3, 4
2025/8/20, 71, 25, 42, 11, 1, 4
2025/8/21, 70, 28, 36, 16, 2, 4
2025/8/22, 74, 31, 40, 16, 2, 5
2025/8/23, 77, 28, 36, 10, 2, 4
2025/8/24, 73, 26, 36, 9, 2, 3
2025/8/25, 63, 28, 42, 11, 2, 4
2025/8/26, 70, 26, 35, 12, 2, 4
2025/8/27, 74, 24, 35, 10, 2, 3
2025/8/28, 69, 25, 32, 9, 3, 4
2025/8/29, 67, 23, 32, 6, 2, 4
2025/9/1, 70, 38, 45, 7, , 2
2025/9/2, 64, 47, 41, 12, , 3
2025/9/3, 81, 37, 36, 10, , 3
2025/9/4, 69, 30, 28, 9, 1, 3
2025/9/5, 70, 29, 29, 6, 1, 3
2025/9/6, 71, 27, 32, 12, 1, 3
2025/9/7, 68, 26, 20, 15, , 3
2025/9/8, 72, 22, 26, 12, , 3
2025/9/9, 66, 15, 38, 12, , 2
2025/9/10, 61, 8, 35, 13, 1, 3
2025/9/11, 16, 6, 36, 21, 1, 3
2025/9/12, 21, 1, 33, 16, 1, 3
2025/9/15, 95, 27, 32, 16, 4, 3
2025/9/16, 67, 34, 36, 12, 3, 3
2025/9/17, 56, 34, 37, 12, 2, 2
2025/9/18, 65, 30, 29, 6, 2, 1
2025/9/19, 60, 18, 28, 10, 4, 1
2025/9/20, 45, 16, 31, 8, 3, 2
2025/9/21, 53, 23, 26, 19, 4, 3
2025/9/22, 62, 28, 28, 25, 4, 4
2025/9/23, 66, 29, 31, 25, 3, 3
2025/9/24, 68, 34, 28, 25, 3, 4
2025/9/25, 77, 35, 33, 17, 3, 3
2025/9/26, 75, 33, 30, 15, 3, 3
2025/9/27, 81, 31, 31, 8, 3, 3
2025/9/28, 73, 26, 27, 7, 4, 2
2025/9/29, 64, 22, 28, 8, 2, 2
2025/9/30, 61, 14, 29, 10, 4, 2
2025/4/1, 67, 54, 20, 22, 3, 4
2025/4/2, 61, , , , , 
2025/4/4, 36, 34, 12, 27, 1, 4
2025/4/5, 46, , , , , 
2025/4/8, 44, , , , , 
2025/4/11, 34, 21, 31, 11, 3, 
2025/4/12, 35, 20, 35, 9, 2, 1
2025/4/13, 31, 19, 21, 32, 3, 3
2025/4/14, 23, 22, 32, 51, 4, 2
2025/4/15, 25, 37, 24, 32, 4, 3
2025/4/16, 47, , , , , 
2025/4/18, 61, 55, 31, 24, 5, 5
2025/4/19, 67, , , , , 
2025/4/21, 69, 53, 32, 22, 5, 2
2025/4/22, 76, 55, 15, 13, 6, 3
2025/4/23, 85, , , , , 
2025/4/25, 71, , , , , 
2025/4/27, 56, 37, 32, 22, 5, 2
2025/4/28, 57, 41, 31, 10, 5, 2
2025/4/29, 64, 40, 41, 11, 5, 1
2025/4/30, 60, 44, 47, 6, 5, 1
2025/5/1, 63, 31, 43, 9, 5, 1
2025/5/2, 65, 30, 28, 12, 4, 1
2025/5/3, 57, , , , , 
2025/5/5, 64, , , , , 
2025/5/7, 70, 54, 40, 16, 4, 2
2025/5/8, 75, 55, 28, 19, 4, 2
2025/5/9, 79, 70, 17, 33, 5, 5
2025/5/10, 92, 73, , 20, 4, 6
2025/5/11, 93, 59, 12, 13, 5, 3
2025/5/12, 77, , , , , 
2025/6/30, 51, 32, 36, 11, 1, 1
2025/1/1, 46, 99, 18, 37, 1, 16
2025/1/2, 93, 94, 18, 49, 2, 11
2025/1/3, 88, 80, 18, 31, 2, 7
2025/1/4, 74, 67, 19, 23, 2, 5
2025/1/5, 63, 51, 21, 37, 3, 2
2025/1/6, 50, 79, 19, 32, 3, 15
2025/1/7, 69, 78, 21, 38, 3, 6
2025/1/8, 71, 81, 14, 74, 3, 10
2025/1/9, 74, 99, 21, 36, 1, 8
2025/1/10, 91, 100, 25, 43, 1, 13
2025/1/11, 94, 85, 23, 27, 2, 4
2025/1/12, 79, 62, 20, 29, 3, 3
2025/1/13, 60, 55, 19, 27, 3, 4
2025/1/14, 55, 75, 16, 37, 2, 7
2025/1/15, 68, 69, 24, 36, 1, 7
2025/1/16, 65, 53, 23, 16, 2, 2
2025/1/17, 44, 45, 23, 19, 2, 2
2025/1/18, 33, 39, 23, 29, 4, 2
2025/1/19, 46, 32, 24, 25, 2, 5
2025/1/20, 63, 60, 23, 32, 2, 6
2025/1/21, 71, 52, 26, 20, 3, 3
2025/1/22, 53, 49, 24, 23, 2, 4
2025/1/23, 52, 57, 23, 39, 2, 4
2025/1/24, 55, 65, 18, 23, 1, 5
2025/1/25, 59, 56, 27, 22, 2, 2
2025/1/26, 56, 71, 16, 40, 2, 9
2025/1/27, 62, 80, 21, 43, 1, 9
2025/1/28, 67, 76, 20, 46, 1, 8
2025/1/29, 70, 70, 9, 40, , 10
2025/1/30, 74, 59, 22, 23, 3, 4
2025/1/31, 65, 55, 23, 32, 3, 6
2025/2/1, 61, 64, 2, 39, 1, 14
2025/2/2, 72, , , , , 
2025/2/4, 74, 58, 24, 10, 1, 3
2025/2/5, 63, 25, 21, 8, 1, 1
2025/2/6, 25, 25, 18, 8, 2, 1
2025/2/7, 19, 28, 18, 15, 2, 2
2025/2/8, 32, 40, 26, 12, 3, 2
2025/2/9, 43, 36, 20, 11, 1, 2
2025/2/10, 40, 37, 27, , , 1
2025/2/11, 47, 44, 27, 16, 2, 2
2025/2/12, 48, 48, 25, , , 2
2025/2/13, 50, , , , , 
2025/2/16, 72, , , , , 
2025/2/19, 47, 29, 25, 6, 2, 2
2025/2/20, 21, , , , , 
2025/2/26, 65, , , , , 
2025/3/2, 65, 43, 29, 40, 1, 3
2025/3/3, 52, 41, 23, 24, 2, 4
2025/3/4, 52, 30, 20, 36, 2, 2
2025/3/5, 27, 79, 32, 10, 1, 3
2025/3/6, 82, , , , , 
2025/3/8, 47, 54, 36, , , 2
2025/3/9, 56, , , , , 
2025/3/13, 76, 61, 3, 47, 2, 9
2025/3/14, 67, , , , , 
2025/3/23, 46, , , , , 
2025/3/27, 96, 81, 34, 43, 2, 5
2025/3/28, 89, 68, 36, 9, 2, 2
2025/3/29, 73, 55, 34, 6, 2, 2
2025/3/30, 57, 41, 27, 21, 1, 2
2025/3/31, 47, 59, 23, 29, 2, 2
2024/10/1, 55, 23, 12, , 1, 2
2024/10/2, 49, 37, 15, , 1, 4
2024/10/3, 70, 41, 14, , 1, 4
2024/10/4, 66, 48, 14, , 1, 4
2024/10/5, 70, 48, 14, , , 5
2024/10/6, 78, 45, 15, , 1, 4
2024/10/7, 70, 44, 12, , 1, 3
2024/10/8, 76, , , , , 
2024/10/10, 74, 44, 14, , 1, 3
2024/10/11, 75, 42, 14, , 1, 4
2024/10/12, 78, 46, 16, , 1, 3
2024/10/13, 74, 51, 18, , 1, 3
2024/10/14, 77, 55, 16, , 1, 3
2024/10/15, 85, 53, 16, , 1, 4
2024/10/16, 78, , , , , 
2024/10/18, 59, 29, 10, , 1, 2
2024/10/19, 36, 27, 11, , 1, 1
2024/10/20, 31, 31, 10, , , 2
2024/10/21, 42, 30, 10, , 1, 1
2024/10/22, 29, 33, 9, , 1, 2
2024/10/23, 37, 49, 7, , , 4
2024/10/24, 57, 45, 8, , , 3
2024/10/25, 56, 60, 6, , , 4
2024/10/26, 53, , , , , 
2024/10/28, 67, 75, 3, , , 6
2024/10/29, 67, 69, 3, , 1, 5
2024/10/30, 57, 65, 4, , 2, 4
2024/10/31, 56, 67, 4, , , 4
2024/11/1, 59, 72, 1, , 2, 6
2024/11/2, 59, 85, 11, , , 6
2024/11/3, 71, 66, 6, , 2, 2
2024/11/4, 59, 73, 7, , 1, 4
2024/11/5, 63, , , , , 
2024/11/8, 62, 64, 6, , 2, 4
2024/11/9, 54, 74, 3, , 2, 7
2024/11/10, 60, 58, 10, , 3, 3
2024/11/11, 49, 61, 11, , 3, 5
2024/11/12, 42, 72, 6, , 2, 7
2024/11/13, 61, 68, 10, , 3, 5
2024/11/14, 73, 71, 10, , 2, 6
2024/11/15, 77, 75, 11, , 2, 5
2024/11/16, 85, 47, 12, , 2, 3
2024/11/17, 67, 45, 7, , 2, 6
2024/11/18, 59, 55, 5, , 2, 7
2024/11/19, 71, 63, 10, , 3, 4
2024/11/20, 62, 54, 8, , 3, 4
2024/11/21, 52, 48, 9, , 3, 3
2024/11/22, 49, , , , , 
2024/11/26, 29, 56, 4, , 1, 5
2024/11/27, 55, 75, 4, , 1, 11
2024/11/28, 76, 59, 7, , 2, 3
2024/11/29, 55, 84, 6, , 1, 12
2024/11/30, 80, 117, 6, , 1, 18
2024/12/1, 104, 98, 3, , , 18
2024/12/2, 95, 67, 9, , 2, 4
2024/12/3, 64, 55, 9, , 2, 5
2024/12/4, 50, 67, 9, , 2, 6
2024/12/5, 61, 62, 10, , 2, 5
2024/12/6, 56, 84, 6, , 2, 10
2024/12/7, 78, 78, 10, , 2, 6
2024/12/8, 73, 54, 10, , 2, 4
2024/12/9, 45, 65, 9, , 3, 6
2024/12/10, 61, 82, 8, , 2, 8
2024/12/11, 77, 91, 10, , 1, 8
2024/12/12, 82, 46, 9, , 2, 2
2024/12/13, 44, 38, 8, , 2, 2
2024/12/14, 37, 79, 4, , 1, 11
2024/12/15, 70, 68, 12, 36, 3, 5
2024/12/16, 65, 56, 17, 21, 3, 4
2024/12/17, 54, 81, 15, 29, 2, 11
2024/12/18, 71, 104, 10, 30, 3, 13
2024/12/19, 119, 109, 39, 38, 2, 14
2024/12/20, 144, 91, 11, , 2, 9
2024/12/21, 93, 66, 19, , 2, 10
2024/12/22, 64, 62, 18, , 2, 6
2024/12/23, 58, 53, 30, , 3, 3
2024/12/24, 55, 52, 34, , 3, 1
2024/12/25, 50, 49, 28, , 3, 2
2024/12/26, 37, 36, 25, 8, 3, 3
2024/12/27, 42, 59, 14, 29, 3, 7
2024/12/28, 55, 58, 19, 23, 1, 6
2024/12/29, 53, , , , , 
2024/7/2, 56, 40, 15, , 4, 2
2024/7/3, 63, 39, 17, , 3, 2
2024/7/4, 64, 41, 14, , 2, 2
2024/7/5, 64, 36, 22, , 3, 1
2024/7/6, 57, 31, 20, , 2, 1
2024/7/7, 52, 36, 18, , 2, 1
2024/7/8, 51, , , , , 
2024/7/10, 65, , , , , 
2024/7/13, 57, 41, 10, , 3, 3
2024/7/14, 61, 39, 9, , 3, 3
2024/7/15, 62, 41, 7, , 4, 3
2024/7/16, 58, 39, 8, , 4, 4
2024/7/17, 57, 41, 7, , 4, 4
2024/7/18, 56, 45, 11, , 4, 4
2024/7/19, 63, 42, 10, , 4, 5
2024/7/20, 55, 44, 14, , 4, 4
2024/7/21, 55, 47, 10, , 5, 4
2024/7/22, 64, 50, 5, , 5, 4
2024/7/23, 64, 53, 2, , 4, 4
2024/7/24, 65, 53, 2, , 4, 4
2024/7/25, 71, 52, 2, , 4, 4
2024/7/26, 71, 43, 6, , , 4
2024/7/27, 57, 28, 17, , 5, 3
2024/7/28, 36, 38, 17, , 5, 4
2024/7/29, 46, 40, 17, , 5, 4
2024/7/30, 55, 43, 14, , 6, 4
2024/7/31, 60, 40, 15, , 6, 3
2024/8/1, 60, 43, 12, , 5, 4
2024/8/2, 61, 50, 8, , 6, 4
2024/8/3, 74, 52, 6, , 5, 3
2024/8/4, 78, 43, 7, , 4, 3
2024/8/5, 52, 40, 7, , 4, 3
2024/8/6, 55, 41, 6, , 4, 3
2024/8/7, 72, 44, 5, , 3, 4
2024/8/8, 74, 48, 6, , 3, 4
2024/8/9, 71, 48, 6, , 3, 4
2024/8/10, 71, 43, 9, , 3, 4
2024/8/11, 70, 40, 9, , 3, 4
2024/8/12, 63, 31, 15, , 3, 4
2024/8/13, 46, , , , , 
2024/8/15, 53, 40, 15, , 4, 4
2024/8/16, 60, 37, 14, , 5, 4
2024/8/17, 55, 35, 13, , 5, 4
2024/8/18, 51, 42, 8, , , 4
2024/8/19, 81, 40, 14, , 6, 3
2024/8/20, 70, 43, 9, , 6, 3
2024/8/21, 63, 49, 8, , 6, 4
2024/8/22, 67, 44, 7, , 5, 3
2024/8/23, 65, 44, 12, , 5, 3
2024/8/24, 64, 39, 13, , 5, 4
2024/8/25, 66, 36, 10, , 6, 3
2024/8/26, 64, 37, 10, , 6, 3
2024/8/27, 58, 39, 10, , 6, 3
2024/8/28, 64, 44, 9, , 6, 3
2024/8/29, 66, 42, 11, , 5, 3
2024/8/30, 70, 42, 11, , 5, 3
2024/8/31, 67, 38, 12, , 6, 3
2024/9/1, 58, 29, 12, , 6, 3
2024/9/2, 52, 35, 11, , 1, 3
2024/9/3, 57, 43, 13, , , 5
2024/9/4, 62, 39, 13, , 1, 4
2024/9/5, 56, 34, 15, , 1, 3
2024/9/6, 54, 39, 14, , 1, 3
2024/9/7, 60, 41, 12, , , 3
2024/9/8, 58, 41, 12, , , 3
2024/9/9, 54, 43, 13, , , 3
2024/9/10, 58, 37, 13, , , 3
2024/9/11, 51, 34, 12, , , 3
2024/9/12, 41, 43, 12, , , 4
2024/9/13, 55, 42, 14, , 1, 4
2024/9/14, 54, 42, 14, , , 4
2024/9/15, 54, 38, 13, , 1, 3
2024/9/16, 48, 33, 15, , , 2
2024/9/17, 41, 36, 15, , 1, 3
2024/9/18, 53, 44, 13, , 1, 3
2024/9/19, 67, 46, 13, , 1, 4
2024/9/20, 71, , , , , 
2024/9/22, 56, 26, 14, , 1, 3
2024/9/23, 57, 35, 13, , , 3
2024/9/24, 60, 38, 13, , 1, 3
2024/9/25, 65, 41, 13, , 1, 4
2024/9/26, 59, 45, 14, , 1, 5
2024/9/27, 62, 42, 14, , 1, 5
2024/9/28, 66, 46, 12, , , 5
2024/9/29, 68, 50, 17, , 1, 3
2024/9/30, 66, 32, 18, , 1, 2
2024/4/1, 76, 86, , , , 3
2024/4/2, 78, , , , , 
2024/4/4, 69, 83, , , 2, 2
2024/4/5, 72, 65, , , , 2
2024/4/6, 64, 49, , , 2, 2
2024/4/7, 32, 39, , , 2, 2
2024/4/8, 29, 34, , , 5, 2
2024/4/9, 23, 51, , , , 3
2024/4/10, 33, 49, , , 2, 2
2024/4/11, 50, 53, , , 1, 3
2024/4/12, 52, , , , , 
2024/4/14, 59, 47, , , , 1
2024/4/15, 25, , , , , 
2024/4/18, 51, 138, , , 2, 2
2024/4/19, 123, , , , , 
2024/4/21, 43, , , , , 
2024/4/23, 58, , , , , 
2024/4/25, 97, , , , , 
2024/4/27, 75, 77, , , 2, 4
2024/4/28, 68, 75, , , , 
2024/4/29, 58, 66, , , 2, 2
2024/4/30, 61, 67, , , , 2
2024/5/1, 58, 69, 19, , 3, 2
2024/5/2, 62, 68, 17, , , 3
2024/5/3, 65, 54, 22, , 2, 2
2024/5/4, 57, 35, 18, , 2, 1
2024/5/5, 33, 27, 19, , 2, 1
2024/5/6, 15, 53, 22, , 3, 2
2024/5/7, 42, 51, 15, , 1, 2
2024/5/8, 42, 55, 10, , 2, 2
2024/5/9, 48, 60, 3, , 1, 5
2024/5/10, 55, , , , , 
2024/5/12, 58, 43, 20, , 3, 1
2024/5/13, 47, , , , , 
2024/5/15, 37, 50, 8, , 1, 3
2024/5/16, 43, 54, 5, , , 3
2024/5/17, 53, 57, 5, , 2, 3
2024/5/18, 59, , , , , 
2024/5/20, 62, 75, 21, , 2, 2
2024/5/21, 67, 88, 14, , 2, 3
2024/5/22, 75, , , , , 
2024/5/24, 12, 47, 21, , 2, 1
2024/5/25, 17, , , , , 
2024/5/27, 55, , , , , 
2024/5/29, 59, , , , , 
2024/5/31, 53, , , , , 
2024/6/2, 62, 62, 7, , 2, 5
2024/6/3, 67, 62, 4, , 2, 5
2024/6/4, 67, 66, 15, , 2, 4
2024/6/5, 72, , , , , 
2024/6/7, 82, 42, 17, , 3, 2
2024/6/8, 63, 38, 20, , 1, 1
2024/6/9, 55, 34, 22, , 3, 2
2024/6/10, 55, 38, 12, , 3, 3
2024/6/11, 55, 46, 5, , , 4
2024/6/12, 67, , , , , 
2024/6/14, 78, , , , , 
2024/6/17, 66, 42, 15, , 2, 2
2024/6/18, 70, 40, 20, , 1, 3
2024/6/19, 61, 39, 68, , 1, 3
2024/6/20, 67, , , , , 
2024/6/22, 59, 38, 32, , 2, 3
2024/6/23, 59, 39, 30, , 3, 3
2024/6/24, 59, , , , , 
2024/1/1, 71, , , , , 
2024/1/3, 62, 52, , , 3, 6
2024/1/4, 63, 53, , , 4, 6
2024/1/5, 61, 43, , , 2, 5
2024/1/6, 53, 45, , , 5, 3
2024/1/7, 58, 33, , , , 2
2024/1/8, 28, 74, , , 3, 8
2024/1/9, 91, 52, , , 2, 8
2024/1/10, 69, 41, , , 2, 3
2024/1/11, 58, 52, , , 1, 8
2024/1/12, 65, 41, , , 4, 3
2024/1/13, 54, 32, , , 3, 2
2024/1/14, 46, 60, , , 2, 3
2024/1/15, 76, , , , , 
2024/1/17, 57, 50, , , 2, 8
2024/1/18, 62, 34, , , 2, 3
2024/1/19, 37, 47, , , 4, 5
2024/1/20, 53, 50, , , 2, 4
2024/1/21, 63, 40, , , 1, 3
2024/1/22, 55, 29, , , 2, 3
2024/1/23, 35, 43, , , 2, 5
2024/1/24, 51, 41, , , , 
2024/1/25, 36, 49, , , 2, 3
