date, pm25, pm10, o3, no2, co
2021/11/24, 198, 156, 41, 7, 10
2021/11/25, 232, 190, 64, 12, 14
2021/11/26, 258, 143, 48, 7, 10
2021/11/27, 217, 178, 41, 9, 14
2021/11/28, 269, 191, 40, 15, 17
2021/11/29, 255, 144, 41, 10, 10
2021/11/30, 213, 186, 21, 17, 15
2021/12/1, 244, 219, 12, 14, 15
2021/12/2, 293, 138, 22, 11, 12
2021/12/3, 217, 106, 28, 11, 12
2021/12/4, 178, 107, 32, 8, 10
2021/12/5, 179, 119, 30, 13, 13
2021/12/6, 193, 97, 29, 10, 9
2021/12/7, 168, 97, 36, 10, 8
2021/12/8, 167, 117, 32, 13, 11
2021/12/9, 182, 132, 34, 13, 11
2021/12/10, 190, 98, 15, 10, 8
2021/12/11, 163, 82, 6, 8, 7
2021/12/12, 155, 89, 16, 6, 7
2021/12/13, 168, 100, 7, 8, 11
2021/12/14, 179, 139, 7, 11, 13
2021/12/15, 213, 152, 7, 14, 15
2021/12/16, 249, 123, 8, 9, 10
2021/12/17, 213, 103, 8, 7, 10
2021/12/18, 184, 98, 8, 7, 9
2021/12/19, 185, 97, 7, 8, 9
2021/12/20, 183, 110, 7, 10, 10
2021/12/21, 207, 137, 7, 12, 14
2021/12/22, 246, 184, 8, 9, 14
2021/12/23, 289, 132, 8, 7, 12
2021/12/24, 232, 133, 17, 6, 11
2021/12/25, 245, 131, 9, 13, 17
2021/12/26, 293, 75, 12, 9, 10
2021/12/27, 171, 87, 4, 12, 14
2021/12/28, 187, 81, 13, 9, 10
2021/12/29, 176, 91, 12, 10, 11
2021/12/30, 182, 94, 11, 12, 14
2021/12/31, 179, 116, 18, 11, 9
2022/1/1, 230, 129, 21, 11, 13
2022/1/2, 257, 127, 24, 12, 13
2021/7/1, 99, 92, 19, 4, 1
2021/7/2, 85, 68, 21, 4, 1
2021/7/3, 88, 80, 39, 3, 2
2021/7/4, 101, 84, 40, 3, 2
2021/7/5, 84, 80, 31, 5, 2
2021/7/6, 74, 85, 26, 8, 2
2021/7/7, 68, 85, 23, 8, 2
2021/7/8, 52, 53, 35, 5, 3
2021/7/9, 75, 49, 27, 5, 3
2021/7/10, 78, 55, 28, 5, 3
2021/7/11, 116, 44, 22, 4, 3
2021/7/12, 92, 34, 23, 5, 2
2021/7/13, 72, 36, 17, 7, 3
2021/7/14, 77, 52, 28, 7, 3
2021/7/15, 97, 45, 19, 6, 2
2021/7/16, 92, 51, 20, 7, 2
2021/7/17, 109, 34, 22, 9, 1
2021/7/18, 65, 3, 25, 13, 1
2021/7/19, 18, 33, 16, 9, 1
2021/7/20, 45, 28, 20, 12, 4
2021/7/21, 37, 32, 16, 6, 3
2021/7/22, 30, 39, 12, 5, 4
2021/7/23, 47, 47, 7, 5, 5
2021/7/24, 53, 45, 8, 5, 5
2021/7/25, 52, 54, 8, 4, 5
2021/7/26, 75, 35, 4, 8, 4
2021/7/27, 63, 23, 3, 8, 4
2021/7/28, 54, 10, 11, 20, 7
2021/7/29, 27, , , 90, 11
2021/9/9, 81, 26, 16, 9, 3
2021/9/10, 62, 6, 12, 24, 4
2021/9/11, 23, 20, 16, 5, 3
2021/9/12, 45, 44, 19, 8, 6
2021/9/13, 92, 36, 19, 5, 3
2021/9/14, 65, 29, 16, 4, 3
2021/9/15, 45, 26, 10, 6, 3
2021/9/16, 50, 30, 18, 5, 3
2021/9/17, 60, 38, 17, 4, 3
2021/9/18, 79, 39, 18, 3, 3
2021/9/19, 78, 42, 18, 4, 3
2021/9/20, 79, 48, 18, 4, 3
2021/9/21, 89, 28, 17, 5, 3
2021/9/22, 58, 33, 16, 4, 3
2021/9/23, 69, 32, 17, 5, 3
2021/9/24, 64, 48, 34, 5, 3
2021/9/25, 98, 43, 21, 3, 3
2021/9/26, 85, 65, 30, 5, 4
2021/9/27, 127, 57, 21, 6, 4
2021/9/28, 109, 43, 19, 4, 3
2021/9/29, 80, 92, 18, 4, 4
2021/9/30, 102, 49, 22, 5, 6
2021/6/12, 64, , , , 
2021/6/14, 77, 70, 29, 4, 3
2021/6/15, 82, 60, 36, 3, 3
2021/6/16, 94, 55, 36, 4, 3
2021/6/17, 79, 43, 27, 4, 3
2021/6/18, 80, 29, 28, 4, 2
2021/6/19, 69, 28, 30, 5, 3
2021/6/20, 71, 42, 44, 5, 3
2021/6/21, 71, 71, 41, 4, 3
2021/6/22, 73, 93, 58, 3, 3
2021/6/23, 83, 72, 33, 7, 3
2021/6/24, 63, 58, 35, 3, 3
2021/6/25, 61, 59, 32, 3, 3
2021/6/26, 90, 80, 58, 3, 4
2021/6/27, 139, 74, 51, 4, 4
2021/6/28, 152, 83, 43, 3, 3
2021/6/29, 143, 110, 23, 3, 2
2021/6/30, 105, 105, 23, 3, 1
2021/1/4, 174, 48, 16, 8, 33
2021/1/5, 124, 94, 7, 9, 39
2021/1/6, 196, 90, 20, 7, 32
2021/1/7, 167, 102, 9, 9, 33
2021/1/8, 171, 139, 15, 8, 34
2021/1/9, 182, 95, 18, 7, 29
2021/1/10, 168, 94, 22, 8, 24
2021/1/11, 171, 101, 25, 8, 21
2021/1/12, 187, 118, 23, 9, 23
2021/1/13, 204, 245, 34, 10, 31
2021/1/14, 325, 172, 36, 7, 20
2021/1/15, 289, 129, 24, 14, 26
2021/1/16, 212, 142, 14, 7, 22
2021/1/17, 214, 137, 28, 7, 15
2021/1/18, 217, 183, 14, 9, 28
2021/1/19, 270, 92, 22, 8, 14
2021/1/20, 172, 89, 33, 8, 12
2021/1/21, 172, 142, 25, 8, 17
2021/1/22, 227, 102, 25, 9, 17
2021/1/23, 184, 141, 13, 9, 29
2021/1/24, 206, 133, 27, 9, 26
2021/1/25, 193, 138, 35, 9, 28
2021/1/26, 197, 141, 35, 10, 27
2021/1/27, 206, 222, 32, 11, 24
2021/1/28, 294, 151, 38, 6, 2
2021/1/29, 228, 117, 36, 6, 1
2021/1/30, 185, 119, 36, 5, 2
2021/1/31, 192, 111, 36, 4, 1
2021/2/1, 191, 142, 44, 6, 3
2021/2/2, 221, 124, 49, 4, 3
2021/2/3, 206, 104, 111, 6, 5
2021/2/4, 171, 73, 24, 6, 4
2021/2/5, 139, 79, 23, 6, 3
2021/2/6, 141, 100, 29, 6, 3
2021/2/7, 170, 129, 32, 6, 6
2021/2/8, 192, 147, 31, 6, 7
2021/2/9, 201, 126, 31, 5, 5
2021/2/10, 184, 142, 34, 7, 8
2021/2/11, 194, 169, 43, 6, 7
2021/2/12, 224, 120, 36, 7, 10
2021/2/13, 183, 127, 37, 5, 8
2021/2/14, 189, 128, 33, 5, 8
2021/2/15, 191, 143, 34, 6, 10
2021/2/16, 194, 135, 36, 6, 7
2021/2/17, 191, 137, 37, 7, 9
2021/2/18, 192, 146, 35, 7, 9
2021/2/19, 196, 109, 28, 6, 8
2021/2/20, 173, 142, 35, 6, 6
2021/2/21, 196, 122, 33, 5, 5
2021/2/22, 173, 103, 28, 6, 4
2021/2/23, 151, 117, 27, 6, 4
2021/2/24, 154, 115, 23, 7, 5
2021/2/25, 161, 106, 21, 6, 3
2021/2/26, 133, 94, 19, 7, 244
2021/2/27, 118, 129, 24, 6, 500
2021/2/28, 144, 97, 31, 5, 449
2021/3/1, 130, 92, 28, 4, 4
2021/3/2, 126, 90, 24, 5, 5
2021/3/3, 123, 109, 28, 6, 7
2021/3/4, 144, 120, 28, 6, 7
2021/3/5, 157, 79, 25, 5, 5
2021/3/6, 131, 109, 28, 5, 6
2021/3/7, 158, 128, 30, 4, 7
2021/3/8, 172, 134, 28, 4, 6
2021/3/9, 167, 46, 7, 5, 4
2021/3/10, 81, , , , 
2020/10/1, 123, 107, 42, 6, 9
2020/10/3, 152, 96, 49, 9, 10
2020/10/4, 144, 99, 49, 7, 9
2020/10/5, 134, 102, 50, 8, 11
2020/10/6, 133, 106, 55, 9, 12
2020/10/7, 130, 111, 60, 8, 10
2020/10/8, 153, 110, 66, 8, 11
2020/10/9, 158, 109, 60, 8, 11
2020/10/10, 159, 115, 52, 8, 11
2020/10/11, 158, 124, 64, 9, 11
2020/10/12, 168, 131, 55, 6, 10
2020/10/13, 175, 110, 67, 8, 10
2020/10/14, 162, 144, 52, 13, 13
2020/10/15, 189, 106, 58, 13, 8
2020/10/16, 153, 124, 68, 14, 10
2020/10/17, 168, 119, 52, 10, 7
2020/10/18, 156, 118, 58, 10, 6
2020/10/19, 157, 111, 61, 12, 9
2020/10/20, 153, 96, 55, 11, 12
2020/10/21, 144, 116, 60, 14, 13
2020/10/22, 163, 161, 75, 14, 20
2020/10/23, 200, 148, 61, 14, 23
2020/10/24, 184, 132, 65, 9, 18
2020/10/25, 184, 138, 69, 14, 17
2020/10/26, 179, 153, 41, 11, 15
2020/10/27, 196, 167, 50, 14, 17
2020/10/28, 201, 197, 64, 17, 24
2020/10/29, 228, 204, 40, 15, 19
2020/10/30, 221, 284, 40, 13, 18
2020/10/31, 265, 248, 38, 13, 14
2020/11/1, 244, 134, 36, 14, 11
2020/11/2, 172, 97, 35, 11, 10
2020/11/3, 143, 324, 30, 19, 21
2020/11/4, 287, 267, 42, 15, 21
2020/11/5, 267, 274, 37, 20, 24
2020/11/6, 256, 299, 48, 19, 24
2020/11/7, 298, 401, 44, 20, 31
2020/11/8, 440, 568, 37, 22, 41
2020/11/9, 470, 469, 44, 13, 38
2020/11/10, 525, 106, 40, 8, 17
2020/11/11, 182, 85, 4, 6, 16
2020/11/12, 169, 115, 17, 12, 20
2020/11/13, 184, 183, 47, 11, 30
2020/11/14, 295, 184, 48, 6, 23
2020/11/15, 277, 69, 27, 4, 16
2020/11/16, 159, 80, 28, 8, 18
2020/11/17, 158, 84, 41, 9, 17
2020/11/18, 161, 114, 44, 14, 16
2020/11/19, 185, 130, 45, 14, 15
2020/11/20, 212, 110, 39, 10, 12
2020/11/21, 183, 114, 41, 12, 13
2020/11/22, 184, 113, 48, 11, 15
2020/11/23, 189, 133, 63, 11, 15
2020/11/24, 206, 177, 54, 16, 19
2020/11/25, 244, 106, 33, 14, 17
2020/11/26, 181, 76, 34, 11, 13
2020/11/27, 150, 95, 38, 12, 17
2020/11/28, 168, 103, 44, 13, 18
2020/11/29, 172, 117, 49, 13, 21
2020/11/30, 191, 142, 46, 19, 20
2020/12/1, 214, 150, 45, 18, 21
2020/12/2, 218, 138, 45, 14, 19
2020/12/3, 203, 160, 49, 12, 24
2020/12/4, 227, 195, 49, 10, 26
2020/12/5, 278, 178, 40, 11, 25
2020/12/6, 253, 244, 41, 13, 26
2020/12/7, 290, 152, 52, 11, 24
2020/12/8, 226, 137, 42, 15, 25
2020/12/9, 203, 133, 30, 19, 27
2020/12/10, 189, 127, 30, 17, 25
2020/12/11, 199, 190, 25, 14, 31
2020/12/12, 256, 92, 22, 9, 20
2020/12/13, 162, 73, 26, 8, 17
2020/12/14, 149, 94, 28, 11, 20
2020/12/15, 166, 98, 20, 11, 19
2020/12/16, 176, 107, 24, 9, 20
2020/12/17, 187, 91, 33, 10, 17
2020/12/18, 168, 116, 35, 19, 20
2020/12/19, 178, 131, 40, 16, 19
2020/12/20, 208, 141, 42, 17, 19
2020/12/21, 214, , , , 
2020/12/23, 320, 252, 42, 18, 33
2020/12/24, 317, 142, 38, 16, 24
2020/12/25, 221, 123, 37, 14, 20
2020/12/26, 201, 189, 47, 13, 28
2020/12/27, 280, 124, 25, 12, 16
2020/12/28, 152, 139, 33, 12, 19
2020/12/29, 178, 132, 28, 11, 23
2020/12/30, 208, 160, 23, 11, 33
2020/12/31, 235, 244, 34, 5, 43
2021/1/1, 317, 196, 28, 3, 40
2021/1/2, 299, , , , 
2020/7/1, 151, 93, 53, 8, 7
2020/7/2, 158, 93, 43, 8, 6
2020/7/3, 149, 67, 38, 10, 7
2020/7/4, 124, 41, 45, 12, 8
2020/7/5, 95, 54, 34, 8, 7
2020/7/6, 123, 26, 17, 7, 4
2020/7/7, 62, 36, 22, 8, 6
2020/7/8, 86, 47, 23, 8, 6
2020/7/9, 87, 65, 23, 8, 5
2020/7/10, 69, 42, 24, 8, 4
2020/7/11, 67, 40, 27, 8, 4
2020/7/12, 67, 76, 25, 9, 4
2020/7/13, 76, 95, 40, 9, 6
2020/7/14, 102, 68, 34, 7, 8
2020/7/15, 118, 49, 25, 8, 7
2020/7/16, 104, 63, 30, 7, 7
2020/7/17, 141, 61, 33, 8, 6
2020/7/18, 134, 39, 23, 9, 5
2020/7/19, 84, 35, 39, 7, 4
2020/7/20, 72, 28, 19, 6, 3
2020/7/21, 72, 19, 14, 8, 4
2020/7/22, 45, 43, 29, 5, 2
2020/7/23, 89, 57, 28, 5, 3
2020/7/24, 119, 46, 26, 3, 2
2020/7/25, 90, 53, 30, 3, 2
2020/7/26, 106, 51, 18, 3, 3
2020/7/27, 68, 55, 16, 6, 3
2020/7/28, 79, 42, 18, 4, 3
2020/7/29, 69, 34, 25, 4, 2
2020/7/30, 66, 46, 22, 4, 4
2020/7/31, 95, 50, 19, 4, 4
2020/8/1, 102, 42, 16, 4, 5
2020/8/2, 70, 46, 14, 4, 3
2020/8/3, 78, 50, 27, 4, 4
2020/8/4, 83, 49, 14, 5, 6
2020/8/5, 101, 31, 16, 3, 3
2020/8/6, 59, 43, 22, 3, 3
2020/8/7, 103, 62, 30, 4, 4
2020/8/8, 141, 35, 22, 4, 2
2020/8/9, 76, 39, 21, 4, 2
2020/8/10, 95, 48, 34, 4, 2
2020/8/11, 116, 41, 18, 3, 3
2020/8/12, 62, 19, 12, 12, 3
2020/8/13, 52, 33, 17, 3, 4
2020/8/14, 78, 34, 18, 2, 4
2020/8/15, 82, 33, 15, 3, 5
2020/8/16, 72, 45, 13, 4, 6
2020/8/17, 97, 42, 13, 4, 6
2020/8/18, 77, 29, 14, 6, 5
2020/8/19, 70, 19, 19, 5, 5
2020/8/20, 49, 14, 10, 13, 7
2020/8/21, 36, 21, 16, 4, 3
2020/8/22, 45, 25, 17, 3, 2
2020/8/23, 59, 22, 15, 4, 3
2020/8/24, 52, 33, 13, 4, 4
2020/8/25, 71, 35, 14, 4, 3
2020/8/26, 47, 37, 5, 13, 5
2020/8/27, 60, 19, 14, 8, 7
2020/8/28, 39, 41, 25, 4, 5
2020/8/29, 92, 28, 14, 3, 3
2020/8/30, 68, 23, 16, 3, 3
2020/8/31, 52, 32, 110, 3, 2
2020/9/1, 58, 36, 30, 3, 3
2020/9/2, 67, 54, 24, 4, 3
2020/9/3, 113, 48, 23, 3, 3
2020/9/4, 108, 37, 28, 5, 3
2020/9/5, 83, 35, 36, 5, 4
2020/9/6, 86, 44, 30, 6, 8
2020/9/7, 107, 48, 32, 4, 6
2020/9/8, 100, 78, 36, 6, 8
2020/9/9, 154, 50, 22, 4, 10
2020/9/10, 90, 81, 67, 5, 9
2020/9/11, 157, 83, 62, 5, 9
2020/9/12, 125, 89, 47, 5, 9
2020/9/13, 132, 90, 41, 5, 8
2020/9/14, 168, 73, 44, 5, 9
2020/9/15, 113, 98, 39, 5, 8
2020/9/16, 164, 76, 29, 4, 6
2020/9/17, 142, 73, 26, 4, 6
2020/9/18, 119, 82, 44, 2, 7
2020/9/19, 153, 90, 43, 3, 8
2020/9/20, 101, 83, 34, 4, 7
2020/9/21, 160, 48, 21, 3, 6
2020/9/22, 100, 56, 40, 2, 4
2020/9/23, 90, 58, 46, 4, 5
2020/9/24, 92, 75, 45, 4, 6
2020/9/25, 105, 92, 22, 6, 7
2020/9/26, 116, 54, 31, 9, 7
2020/9/27, 74, 95, 37, 6, 8
2020/9/28, 115, 109, 39, 5, 7
2020/9/29, 140, 89, 37, 6, 7
2020/9/30, 123, 94, 40, 7, 8
2020/4/1, 87, 43, 16, 6, 5
2020/4/2, 89, 36, 15, 4, 3
2020/4/3, 69, 51, 15, 4, 3
2020/4/4, 96, 70, 16, 4, 3
2020/4/5, 124, 74, 14, 4, 3
2020/4/6, 123, 66, 14, 4, 1
2020/4/7, 85, 61, 14, 3, 2
2020/4/8, 82, 55, 16, 3, 1
2020/4/9, 81, 71, 16, 4, 2
2020/4/10, 104, 78, 18, 5, 6
2020/4/11, 128, 55, 14, 8, 5
2020/4/12, 97, 87, 16, 4, 6
2020/4/13, 128, 87, 15, 4, 5
2020/4/14, 120, 120, 14, 4, 6
2020/4/15, 131, 109, 16, 5, 6
2020/4/16, 130, 66, 14, 3, 6
2020/4/17, 79, 66, 14, 3, 5
2020/4/18, 64, 52, 16, 4, 7
2020/4/19, 82, 65, 11, 4, 6
2020/4/20, 108, 59, 16, 3, 6
2020/4/21, 95, 72, 17, 4, 7
2020/4/22, 119, 79, 14, 8, 7
2020/4/23, 126, 72, 18, 4, 5
2020/4/24, 134, 53, 15, 3, 3
2020/4/25, 75, 94, 10, 7, 5
2020/4/26, 136, 32, 16, 3, 5
2020/4/27, 72, 53, 16, 3, 6
2020/4/28, 108, 72, 15, 3, 6
2020/4/29, 138, 86, 15, 3, 5
2020/4/30, 148, 92, 17, 3, 5
2020/5/1, 149, 75, 16, 3, 6
2020/5/2, 110, 60, 13, 3, 5
2020/5/3, 104, 44, 15, 4, 4
2020/5/4, 85, 74, 16, 4, 5
2020/5/5, 145, 103, 16, 4, 4
2020/5/6, 124, 67, 16, 3, 4
2020/5/7, 100, 75, 19, 4, 4
2020/5/8, 122, 86, 19, 3, 4
2020/5/9, 154, 78, 14, 3, 4
2020/5/10, 111, 69, 23, 3, 2
2020/5/11, 121, 62, 21, 3, 4
2020/5/12, 96, 93, 20, 5, 5
2020/5/13, 139, 98, 19, 9, 3
2020/5/14, 134, 83, 19, 39, 1
2020/5/15, 134, 78, 22, 42, 3
2020/5/16, 162, 94, 21, 9, 7
2020/5/17, 151, 88, 21, 9, 6
2020/5/18, 145, 102, 21, 10, 8
2020/5/19, 150, 92, 22, 9, 8
2020/5/20, 144, 91, 20, 8, 8
2020/5/21, 121, 102, 21, 9, 10
2020/5/22, 141, 115, 13, 5, 9
2020/5/23, 127, 102, 16, 5, 9
2020/5/24, 108, 92, 18, 5, 10
2020/5/25, 123, 106, 14, 5, 8
2020/5/26, 105, 106, 18, 5, 8
2020/5/27, 120, 142, 17, 5, 8
2020/5/28, 111, 47, 16, 5, 9
2020/5/29, 78, 41, 15, 5, 10
2020/5/30, 77, 46, 14, 6, 10
2020/5/31, 81, 52, 20, 5, 12
2020/6/1, 115, 69, 18, 5, 12
2020/6/2, 104, 76, 19, 5, 10
2020/6/3, 118, 84, 15, 5, 11
2020/6/4, 131, 52, 13, 5, 11
2020/6/5, 105, 57, 14, 5, 10
2020/6/6, 105, 63, 14, 5, 11
2020/6/7, 114, 69, 16, 5, 12
2020/6/8, 128, 89, 16, 6, 9
2020/6/9, 145, 84, 28, 8, 6
2020/6/10, 120, 78, 31, 8, 6
2020/6/11, 118, 94, 56, 7, 7
2020/6/12, 158, 89, 51, 7, 7
2020/6/13, 141, 99, 62, 7, 7
2020/6/14, 158, 80, 59, 7, 4
2020/6/15, 131, 75, 46, 7, 5
2020/6/16, 119, 66, 21, 7, 6
2020/6/17, 107, 76, 19, 7, 5
2020/6/18, 115, 166, 13, 6, 8
2020/6/19, 133, 85, 12, 8, 7
2020/6/20, 93, 70, 17, 8, 4
2020/6/21, 99, 64, 18, 8, 7
2020/6/22, 122, 51, 10, 7, 6
2020/6/23, 92, 47, 9, 5, 7
2020/6/24, 101, 62, 8, 5, 6
2020/6/25, 112, 78, 7, 5, 5
2020/6/26, 113, 105, 6, 5, 6
2020/6/27, 99, 107, 5, 7, 8
2020/6/28, 107, 99, 59, 6, 7
2020/6/29, 76, 65, 35, 8, 7
2020/6/30, 113, 88, 38, 8, 9
2020/1/1, 367, 184, 23, 3, 34
2020/1/2, 283, 144, 20, 10, 29
2020/1/3, 207, 136, 23, 9, 25
2020/1/4, 219, 139, 24, 8, 23
2020/1/5, 217, 121, 14, 9, 21
2020/1/6, 193, 92, 14, 4, 19
2020/1/7, 175, 84, 8, 11, 22
2020/1/8, 168, 74, 14, 3, 20
2020/1/9, 158, 97, 21, 6, 21
2020/1/10, 173, 114, 23, 9, 21
2020/1/11, 187, 143, 25, 9, 22
2020/1/12, 220, 140, 22, 5, 21
2020/1/13, 225, 84, 14, 5, 16
2020/1/14, 167, 107, 19, 8, 13
2020/1/15, 180, 116, 6, 9, 13
2020/1/16, 190, 83, 11, 5, 13
2020/1/17, 159, 105, 14, 8, 17
2020/1/18, 178, 101, 18, 3, 13
2020/1/19, 174, 106, 11, 4, 13
2020/1/20, 171, 136, 22, 4, 13
2020/1/21, 198, 126, 15, 10, 20
2020/1/22, 190, 69, 21, 7, 8
2020/1/23, 133, 71, 23, 5, 9
2020/1/24, 122, 105, 26, 8, 14
2020/1/25, 158, 139, 6, 8, 22
2020/1/26, 188, 126, 2, 7, 19
2020/1/27, 185, 101, 4, 3, 17
2020/1/28, 175, 69, 2, 5, 15
2020/1/29, 126, 87, 2, 7, 16
2020/1/30, 146, 89, 2, 6, 17
2020/1/31, 149, 102, 2, 7, 20
2020/2/1, 154, 92, 2, 5, 15
2020/2/2, 155, 115, 2, 6, 15
2020/2/3, 158, 119, 2, 3, 10
2020/2/4, 169, 139, 22, 2, 14
2020/2/5, 182, 107, 34, 3, 9
2020/2/6, 168, 139, 32, 4, 13
2020/2/7, 195, 128, 33, 3, 8
2020/2/8, 186, 123, 35, 3, 9
2020/2/9, 184, 159, 34, 3, 12
2020/2/10, 205, 150, 33, 4, 19
2020/2/11, 212, 179, 33, 3, 12
2020/2/12, 206, 84, 26, 1, 7
2020/2/13, 151, 90, 26, 2, 9
2020/2/14, 145, 80, 2, 1, 10
2020/2/15, 123, 118, 1, 3, 14
2020/2/16, 181, 134, 1, 3, 17
2020/2/17, 180, 118, 1, 3, 12
2020/2/18, 154, 104, 1, 2, 12
2020/2/19, 159, 109, 34, 1, 13
2020/2/20, 169, 57, 23, 1, 14
2020/2/21, 121, 73, 25, 1, 14
2020/2/22, 148, 103, 32, 2, 17
2020/2/23, 168, 89, 33, 2, 12
2020/2/24, 149, 133, 31, 2, 15
2020/2/25, 173, 139, 33, 2, 13
2020/2/26, 178, 100, 31, 3, 12
2020/2/27, 169, 86, 30, 4, 13
2020/2/28, 163, 73, 27, 6, 11
2020/2/29, 147, 44, 28, 5, 9
2020/3/1, 88, 94, 39, 9, 16
2020/3/2, 158, 109, 10, 13, 20
2020/3/3, 154, 93, 33, 8, 17
2020/3/4, 146, 43, 26, 6, 15
2020/3/5, 87, 25, 22, 5, 14
2020/3/6, 62, 50, 21, 4, 14
2020/3/7, 94, 52, 30, 6, 12
2020/3/8, 69, 75, 26, 5, 10
2020/3/9, 112, 93, 33, 6, 12
2020/3/10, 146, 69, 29, 4, 12
2020/3/11, 141, 95, 25, 6, 13
2020/3/12, 121, 116, 27, 6, 12
2020/3/13, 125, 71, 22, 5, 12
2020/3/14, 117, 85, 27, 7, 11
2020/3/15, 131, 91, 30, 8, 10
2020/3/16, 142, 92, 34, 8, 10
2020/3/17, 139, 99, 33, 11, 11
2020/3/18, 153, 106, 39, 10, 13
2020/3/19, 161, 104, 42, 7, 12
2020/3/20, 166, 82, 37, 6, 10
2020/3/21, 131, 94, 33, 7, 10
2020/3/22, 159, 72, 30, 5, 8
2020/3/23, 130, 70, 28, 4, 11
2020/3/24, 132, 52, 23, 4, 9
2020/3/25, 94, 50, 15, 4, 7
2020/3/26, 90, 30, 18, 3, 7
2020/3/27, 61, 25, 22, 4, 5
2020/3/28, 57, 46, 23, 4, 5
2020/3/29, 73, 48, 26, 3, 5
2020/3/30, 90, 49, 26, 3, 4
2020/3/31, 85, 50, 28, 4, 5
2019/10/1, 102, 62, 28, 12, 6
2019/10/2, 105, 42, 28, 14, 7
2019/10/3, 60, 86, 30, 9, 15
2019/10/4, 109, 39, 26, 19, 13
2019/10/5, 76, 56, 31, 18, 14
2019/10/6, 108, 64, 26, 8, 13
2019/10/7, 96, 56, 5, 7, 6
2019/10/8, 79, , , , 
2019/10/12, 102, 115, 39, 8, 34
2019/10/13, 167, 128, 44, 8, 33
2019/10/14, 182, 126, 42, 7, 32
2019/10/15, 175, 155, 42, 5, 29
2019/10/16, 211, 133, 34, 5, 27
2019/10/17, 188, 122, 30, 4, 26
2019/10/18, 169, 109, 47, 9, 27
2019/10/19, 149, 113, 30, 8, 29
2019/10/20, 175, 125, 34, 7, 30
2019/10/21, 191, 118, 26, 10, 20
2019/10/22, 169, 137, 37, 10, 5
2019/10/23, 187, 147, 47, 9, 7
2019/10/24, 214, 126, 38, 5, 4
2019/10/25, 191, 130, 33, 5, 5
2019/10/26, 196, 134, 37, 5, 5
2019/10/27, 210, 230, 34, 5, 6
2019/10/28, 322, 211, 22, 8, 9
2019/10/29, 293, 234, 28, 8, 9
2019/10/30, 309, 247, 33, 9, 10
2019/10/31, 309, 473, 35, 10, 16
2019/11/1, 467, 388, 22, 8, 12
2019/11/2, 404, 534, 14, 6, 16
2019/11/3, 555, 221, 27, 6, 8
2019/11/4, 297, 155, 33, 6, 5
2019/11/5, 256, 102, 28, 6, 4
2019/11/6, 178, 168, 19, 8, 7
2019/11/7, 253, 150, 37, 9, 9
2019/11/8, 232, 130, 29, 8, 6
2019/11/9, 215, 153, 34, 6, 6
2019/11/10, 256, 220, 40, 8, 8
2019/11/11, 306, 359, 37, 13, 13
2019/11/12, 424, 401, 40, 13, 16
2019/11/13, 448, 466, 30, 17, 20
2019/11/14, 459, 605, 51, 14, 19
2019/11/15, 558, 186, 32, 9, 8
2019/11/16, 267, 82, 24, 9, 4
2019/11/17, 169, 78, 28, 5, 5
2019/11/18, 156, 99, 31, 10, 6
2019/11/19, 173, 119, 37, 9, 7
2019/11/20, 196, 153, 45, 11, 10
2019/11/21, 240, 163, 48, 15, 16
2019/11/22, 248, 123, 25, 11, 8
2019/11/23, 199, 112, 31, 8, 6
2019/11/24, 186, 112, 30, 10, 7
2019/11/25, 181, 117, 32, 11, 9
2019/11/26, 180, 81, 28, 7, 5
2019/11/27, 140, 52, 19, 4, 4
2019/11/28, 101, 75, 26, 9, 7
2019/11/29, 138, 86, 19, 10, 8
2019/11/30, 150, 92, 24, 9, 8
2019/12/1, 158, 113, 29, 8, 7
2019/12/2, 173, 122, 29, 11, 8
2019/12/3, 181, 129, 31, 11, 8
2019/12/4, 192, 194, 39, 12, 12
2019/12/5, 257, 243, 28, 14, 18
2019/12/6, 288, 220, 30, 9, 15
2019/12/7, 278, 201, 28, 10, 20
2019/12/8, 270, 158, 28, 10, 19
2019/12/9, 237, 175, 33, 10, 20
2019/12/10, 253, 221, 36, 7, 20
2019/12/11, 302, 230, 30, 7, 19
2019/12/12, 301, 64, 15, 3, 15
2019/12/13, 146, 77, 16, 4, 13
2019/12/14, 151, 92, 20, 5, 13
2019/12/15, 168, 75, 13, 3, 11
2019/12/16, 160, 82, 12, 3, 14
2019/12/17, 164, 119, 21, 5, 16
2019/12/18, 189, 173, 18, 6, 19
2019/12/19, 257, , , , 
2019/12/23, 208, 305, 21, 10, 20
2019/12/24, 302, 137, 14, 4, 17
2019/12/25, 195, 199, 16, 4, 15
2019/12/26, 239, 208, 19, 6, 18
2019/12/27, 253, 269, 18, 5, 21
2019/12/28, 317, 435, 26, 5, 28
2019/12/29, 374, , , , 
2019/7/1, 152, 167, 47, 18, 6
2019/7/2, 170, 79, 21, , 6
2019/7/3, 122, 59, 16, 14, 6
2019/7/4, 122, 49, 13, 4, 6
2019/7/5, 120, 51, 23, 5, 6
2019/7/6, 113, 62, 27, 8, 6
2019/7/7, 128, 86, 23, 6, 6
2019/7/8, 141, 160, 12, 5, 6
2019/7/9, 150, 207, 14, 5, 5
2019/7/10, 164, 203, 17, 5, 5
2019/7/11, 171, 123, 14, 5, 5
2019/7/12, 164, 134, 18, 6, 4
2019/7/13, 158, 160, 16, 6, 3
