date, pm25, pm10, o3, no2, so2, co
2024/11/8, 37, 18, 22, 7, , 
2024/11/9, 42, 13, 22, 4, , 
2024/11/10, 40, 12, 17, 13, , 
2024/11/11, 27, 15, 19, 6, , 
2024/11/12, 34, 10, 27, 5, , 
2024/11/13, 26, 13, 23, 12, , 
2024/11/14, 33, 15, 22, 12, , 
2024/11/15, 34, 12, 34, 9, , 
2024/11/16, 27, 17, 20, 6, , 
2024/11/17, 36, 24, 13, 10, , 
2024/11/18, 47, 28, 17, 9, , 
2024/11/19, 55, 29, 24, 6, , 
2024/11/20, 49, 15, 26, 7, , 
2024/11/21, 22, 11, 29, 6, , 
2024/11/22, 13, 12, 30, 6, , 
2024/11/23, 19, 10, 30, 5, , 
2024/11/24, 24, 33, 17, 15, , 
2024/11/25, 51, 54, 24, 10, , 
2024/11/26, 62, 24, 24, 9, , 
2024/11/27, 33, 19, 14, 19, , 
2024/11/28, 43, 18, 17, 10, , 
2024/11/29, 39, 17, 22, 10, , 
2024/11/30, 44, 27, 18, 8, , 
2024/12/1, 65, 34, 18, 7, , 
2024/12/2, 63, 25, 22, 8, , 
2024/12/3, 47, 19, 16, 6, , 
2024/12/4, 40, 16, 21, 9, , 
2024/12/5, 33, 15, 18, 7, , 
2024/12/6, 29, 13, 32, 3, , 
2024/12/7, 24, 12, 31, 1, , 
2024/12/8, 10, 9, 22, 4, , 
2024/12/9, 12, 10, 15, 9, , 
2024/12/11, 19, 8, 28, 8, , 
2024/12/12, 16, 6, 26, 11, , 
2024/12/13, 15, 12, 22, 4, , 
2024/12/14, 38, 11, 19, 6, , 
2024/12/15, 40, 11, 27, 13, , 
2024/12/16, 29, 10, 27, 8, , 
2024/12/17, 23, 15, 26, 17, , 
2024/12/18, 34, 50, 27, 4, , 
2024/12/19, 65, 31, 28, 9, , 
2024/12/20, 40, 7, 23, 4, , 
2024/12/21, 18, 8, 33, 1, , 
2024/12/23, 14, 10, 26, 13, , 
2024/12/24, 21, 11, 21, 12, , 
2024/12/25, 31, 10, 14, 11, , 
2024/12/26, 29, 12, 22, 15, , 
2024/12/27, 40, 12, 17, 15, , 
2024/12/28, 30, 11, 19, 15, , 
2024/12/29, 38, , , , , 
2024/7/1, 30, 11, 34, 5, 1, 
2024/7/2, 27, 14, 41, 5, 1, 
2024/7/3, 33, 15, 34, 6, 1, 
2024/7/4, 36, 14, 31, 11, , 
2024/7/5, 30, 11, 34, 4, , 
2024/7/6, 25, 10, 34, 2, , 
2024/7/7, 26, 18, 32, 4, , 
2024/7/8, 27, 14, 35, 6, , 
2024/7/9, 31, 17, 38, 7, , 
2024/7/10, 35, 25, 34, 10, , 
2024/7/11, 48, 27, 29, 5, , 
2024/7/12, 52, 19, 31, 5, , 
2024/7/13, 35, 14, 35, 3, , 
2024/7/14, 35, 19, 30, 4, , 
2024/7/15, 48, 21, 28, 4, , 
2024/7/16, 49, 18, 38, 7, , 
2024/7/17, 37, 17, 33, 8, , 
2024/7/18, 32, 19, 37, 6, , 
2024/7/19, 38, 16, 41, 4, , 
2024/7/20, 33, 27, 39, 3, , 
2024/7/21, 47, 21, 36, 3, , 
2024/7/22, 32, 17, 35, 8, , 
2024/7/23, 28, 21, 38, 10, , 
2024/7/24, 38, 16, 34, 5, , 
2024/7/25, 27, 14, 35, 6, , 
2024/7/26, 27, 13, 37, 6, , 
2024/7/27, 25, 15, 35, 3, , 
2024/7/28, 34, 25, 36, 15, 1, 
2024/7/29, 44, 32, 38, 10, 1, 
2024/7/30, 51, 36, 41, 12, , 
2024/7/31, 50, 31, 38, 10, , 
2024/8/1, 57, 36, 46, 6, , 
2024/8/2, 66, 24, 42, 3, , 
2024/8/3, 47, 19, 41, 4, , 
2024/8/4, 42, 20, 37, 3, , 
2024/8/6, 42, 18, 37, 5, , 
2024/8/7, 40, 18, 37, 7, , 
2024/8/9, 38, 16, 41, 6, , 
2024/8/10, 32, 15, 39, 3, , 
2024/8/11, 34, 14, 35, 4, , 
2024/8/12, 38, 18, 41, 6, , 
2024/8/13, 48, 18, 43, 3, , 
2024/8/14, 42, 10, 39, 2, , 
2024/8/15, 25, 10, 41, 4, 1, 
2024/8/16, 25, 13, 43, 3, , 
2024/8/17, 34, 13, 38, 3, , 
2024/8/18, 30, 13, 37, 3, , 
2024/8/19, 33, 21, 46, 4, , 
2024/8/20, 59, 32, 39, 4, , 
2024/8/21, 81, 30, 44, 2, , 
2024/8/22, 79, 32, 44, 3, , 
2024/8/23, 83, 27, 41, 2, , 
2024/8/24, 76, 20, 32, 4, , 
2024/8/25, 58, 14, 36, 4, 1, 
2024/8/26, 34, 15, 37, 2, , 
2024/8/27, 32, 17, 41, 5, , 
2024/8/28, 36, 18, 38, 4, , 
2024/8/29, 40, 17, 33, 7, , 
2024/8/30, 43, 15, 38, 4, , 
2024/8/31, 39, 16, 39, 2, , 
2024/9/1, 42, 17, 37, 6, , 
2024/9/2, 42, 18, 27, 7, , 
2024/9/3, 38, 15, 30, 6, , 
2024/9/4, 40, 10, 31, 4, , 
2024/9/5, 22, 9, 32, 3, , 
2024/9/6, 19, 15, 37, 3, , 
2024/9/7, 31, 15, 32, 5, , 
2024/9/8, 36, 9, 37, 4, , 
2024/9/9, 22, 11, 36, 4, 1, 
2024/9/10, 23, 15, 33, 3, , 
2024/9/11, 35, 13, 23, 6, , 
2024/9/12, 29, 14, 36, 7, 1, 
2024/9/13, 30, 10, 35, 4, 1, 
2024/9/14, 19, 10, 39, 5, 1, 
2024/9/15, 15, 13, 35, 9, 1, 
2024/9/16, 19, 18, 30, 10, 1, 
2024/9/17, 25, 12, 31, 5, 1, 
2024/9/18, 21, 8, 34, 8, 1, 
2024/9/19, 17, 8, 35, 7, , 
2024/9/20, 21, 9, 35, 4, , 
2024/9/21, 21, 7, 29, 5, , 
2024/9/22, 16, 10, 34, 8, , 
2024/9/23, 27, 13, 41, 5, , 
2024/9/24, 40, 16, 42, 8, , 
2024/9/25, 45, 19, 37, 9, 1, 
2024/9/26, 46, 15, 34, 5, , 
2024/9/27, 28, 9, 32, 3, , 
2024/9/28, 15, 7, 34, 3, , 
2024/9/29, 13, 9, 34, 5, , 
2024/9/30, 17, 11, 34, 6, , 
2024/4/1, 7, 2, 36, 5, 1, 
2024/4/2, 9, 4, 36, 11, 1, 
2024/4/3, 13, 7, 39, 16, 1, 
2024/4/4, 19, 9, 39, 16, 1, 
2024/4/5, 31, 6, 40, 6, 1, 
2024/4/6, 21, 7, 39, 5, 1, 
2024/4/7, 23, 8, 32, 12, 1, 
2024/4/8, 25, 7, 37, 4, 1, 
2024/4/9, 19, 3, 37, 6, 1, 
2024/4/10, 12, 4, 40, 11, 1, 
2024/4/11, 13, 7, 42, 20, 1, 
2024/4/12, 17, 9, 47, 20, 1, 
2024/4/13, 23, 9, 47, 12, 1, 
2024/4/15, 35, 9, 38, 4, 1, 
2024/4/16, 27, 4, 40, 4, 1, 
