date, pm25, pm10, o3, no2, so2, co
2026/2/17, 52, 29, 38, 14, 4, 5
2026/2/18, 62, 21, 34, 19, 4, 5
2026/2/19, 47, 35, 48, 18, 5, 5
2026/2/20, 77, 45, 51, 9, 5, 5
2026/2/21, 89, 68, 43, 7, 5, 4
2026/2/22, 57, 24, 35, 14, 5, 4
2026/2/23, 27, 32, 19, 24, 5, 4
2026/2/24, 54, 45, 38, 18, 5, 4
2026/2/25, 53, 17, 35, 15, 5, 3
2026/2/26, 26, 15, 34, 11, 4, 3
2026/2/27, 30, 22, 37, 19, 5, 5
2026/2/28, 46, 21, 38, 6, 5, 3
2026/1/1, 43, 19, 22, 10, 6, 4
2026/1/2, 52, 24, 15, 22, 6, 5
2026/1/3, 65, 36, 31, 19, 6, 7
2026/1/4, 89, 27, 29, 16, 6, 5
2026/1/5, 73, 27, 25, 22, 6, 3
2026/1/6, 62, 32, 30, 15, 5, 3
2026/1/7, 59, 24, 26, 12, 5, 2
2026/1/8, 38, 20, 29, 18, 5, 3
2026/1/9, 48, 37, 34, 8, 5, 3
2026/1/10, 59, 17, 28, 6, 5, 2
2026/1/11, 44, 17, 26, 12, 4, 2
2026/1/12, 51, 30, 30, 10, 5, 3
2026/1/13, 58, 17, 24, 18, 5, 3
2026/1/14, 45, 57, 30, 23, 5, 6
2026/1/15, 103, 68, 10, 30, 5, 9
2026/1/16, 137, 55, 27, 21, 5, 7
2026/1/17, 126, 53, 13, 26, 5, 7
2026/1/18, 123, 34, 29, 12, 5, 4
2026/1/19, 62, 25, 24, 13, 5, 4
2026/1/20, 48, 21, 26, 11, 5, 4
2026/1/21, 45, 19, 29, 11, 4, 4
2026/1/22, 42, 29, 23, 22, 5, 5
2026/1/23, 68, 28, 32, 14, 6, 5
2026/1/24, 67, 18, 32, 15, 6, 4
2026/1/25, 44, 24, 26, 24, 6, 6
2026/1/26, 60, 31, 33, 14, 6, 5
2026/1/27, 66, 28, 34, 16, 6, 5
2026/1/28, 51, 30, 31, 17, 5, 4
2026/1/29, 59, 29, 30, 17, 6, 5
2026/1/30, 62, 34, 32, 21, 5, 6
2026/1/31, 75, 33, 36, 20, 5, 6
2025/10/1, 69, 27, 47, 18, 5, 5
2025/10/2, 69, 19, 36, 8, 4, 3
2025/10/3, 51, 11, 28, 9, 4, 4
2025/10/4, 40, 14, 22, 11, 4, 5
2025/10/5, 41, 12, 27, 7, 4, 4
2025/10/6, 26, 6, 24, 7, 4, 3
2025/10/7, 21, 10, 26, 7, 4, 4
2025/10/8, 28, 11, 27, 7, 4, 3
2025/10/9, 18, 20, 23, 10, 5, 3
2025/10/10, 46, 18, 35, 6, 5, 3
2025/10/11, 43, 13, 20, 7, 5, 4
2025/10/12, 32, 7, 16, 10, 4, 3
2025/10/13, 12, 11, 24, 10, 5, 2
2025/10/14, 21, 11, 29, 11, 5, 2
2025/10/15, 26, 9, 27, 10, 5, 2
2025/10/16, 26, 13, 31, 11, 5, 2
2025/10/17, 27, 12, 25, 9, 5, 3
2025/10/18, 30, 20, 30, 9, 5, 3
2025/10/19, 49, 26, 20, 14, 5, 2
2025/10/20, 52, 29, 16, 20, 6, 3
2025/10/21, 58, 24, 20, 20, 5, 3
2025/10/22, 48, 16, 29, 18, 5, 3
2025/10/23, 43, 15, 28, 18, 5, 3
2025/10/24, 37, 19, 32, 15, 5, 3
2025/10/25, 48, 33, 31, 15, 5, 5
2025/10/26, 71, 25, 28, 9, 6, 3
2025/10/27, 51, 20, 28, 18, 6, 4
2025/10/28, 39, 26, 35, 23, 6, 5
2025/10/29, 63, 30, 31, 26, 6, 6
2025/10/30, 74, 41, 31, 29, 6, 7
2025/10/31, 92, 27, 35, 13, 6, 5
2025/11/1, 57, 26, 27, 9, 5, 4
2025/11/2, 42, 20, 16, 18, 6, 5
2025/11/3, 52, 31, 31, 25, 6, 6
2025/11/4, 74, 47, 34, 33, 6, 7
2025/11/5, 102, 54, 32, 32, 6, 7
2025/11/6, 108, 59, 38, 27, 5, 6
2025/11/7, 97, 27, 34, 16, 6, 4
2025/11/8, 63, 40, 41, 14, 6, 5
2025/11/9, 75, 23, 31, 10, 6, 3
2025/11/10, 34, 24, 29, 22, 6, 4
2025/11/11, 56, 35, 36, 29, 6, 5
2025/11/12, 71, 49, 45, 28, 5, 5
2025/11/13, 88, 35, 34, 24, 5, 4
2025/11/14, 65, 31, 34, 26, 5, 4
2025/11/15, 69, 34, 48, 24, 5, 4
2025/11/16, 79, 38, 25, 8, 5, 2
2025/11/17, 59, 24, 23, 12, 5, 2
2025/11/18, 48, 30, 26, 16, 5, 3
2025/11/19, 56, 38, 34, 18, 4, 4
2025/11/20, 74, 21, 32, 18, 4, 3
2025/11/21, 35, 26, 34, 23, 4, 4
2025/11/22, 58, 38, 54, 13, 4, 4
2025/11/23, 80, 55, 63, 16, 4, 5
2025/11/24, 111, 62, 31, 18, 3, 6
2025/11/25, 112, 43, 28, 18, 3, 5
2025/11/26, 97, 32, 26, 16, 3, 4
2025/11/27, 63, 18, 26, 16, 4, 3
2025/11/28, 42, 21, 29, 19, 4, 4
2025/11/29, 47, 47, 56, 16, 4, 5
2025/11/30, 63, 42, 32, 16, 4, 5
2025/12/1, 69, 20, 30, 14, 4, 4
2025/12/2, 43, 19, 24, 9, 4, 3
2025/12/3, 30, 18, 27, 14, 4, 4
2025/12/4, 44, 21, 23, 19, 4, 5
2025/12/5, 50, 20, 26, 16, 4, 5
2025/12/6, 50, 56, 45, 17, 4, 8
2025/12/7, 116, 36, 24, 17, 5, 5
2025/12/8, 60, 21, 25, 26, 5, 6
2025/12/9, 53, 34, 24, 27, 5, 6
2025/12/10, 71, 37, 31, 16, 4, 5
2025/12/11, 81, 23, 21, 19, 4, 4
2025/12/12, 57, 9, 25, 12, 3, 4
2025/12/13, 30, 17, 30, 9, 4, 5
2025/12/14, 55, 25, 19, 23, 4, 5
2025/12/15, 67, 38, 21, 20, 4, 5
2025/12/16, 75, 52, 32, 23, 5, 8
2025/12/17, 112, 34, 19, 28, 4, 6
2025/12/18, 80, 40, 12, 31, 4, 6
2025/12/19, 93, 41, 26, 17, 4, 5
2025/12/20, 88, 20, 26, 7, 4, 3
2025/12/21, 34, 27, 13, 24, 4, 5
2025/12/22, 63, 26, 10, 25, 4, 5
2025/12/23, 63, 27, 15, 23, 4, 6
2025/12/24, 73, 27, 30, 10, 5, 3
2025/12/25, 58, 16, 23, 9, 6, 2
2025/12/26, 36, 22, 18, 16, 5, 3
2025/12/27, 57, 27, 23, 14, 5, 4
2025/12/28, 72, , , , , 
2025/7/1, 28, 14, 15, 7, 4, 5
2025/7/2, 33, 21, 26, 6, 4, 7
2025/7/3, 51, 18, 26, 6, 4, 5
2025/7/4, 50, 17, 28, 5, 4, 3
2025/7/5, 41, 18, 39, 5, 4, 3
2025/7/6, 51, 25, 58, 7, 4, 4
2025/7/7, 61, 26, 50, 11, 4, 5
2025/7/8, 63, 21, 34, 7, 4, 4
2025/7/9, 46, , , , , 
2025/7/11, 49, 18, 40, 6, 4, 3
2025/7/12, 48, 29, 52, 11, 5, 4
2025/7/13, 74, 25, 48, 12, 4, 4
2025/7/14, 63, 8, 29, 8, 4, 3
2025/7/15, 31, 20, 35, 8, 4, 3
2025/7/16, 43, 13, 40, 5, 4, 3
2025/7/17, 34, , , , , 
2025/7/27, 34, 25, 74, 11, 6, 3
2025/7/28, 64, 27, 62, 12, 5, 2
2025/7/29, 70, 23, 42, 10, 5, 1
2025/7/30, 59, 21, 40, 10, 5, 2
2025/7/31, 60, 32, 73, 10, 5, 4
2025/8/1, 83, 39, 63, 10, 5, 5
2025/8/2, 92, 25, 35, 8, 5, 4
2025/8/3, 74, 14, 53, 8, 4, 4
2025/8/4, 47, 26, 43, 9, 5, 4
2025/8/5, 57, 17, 26, 7, 4, 4
2025/8/6, 46, 18, 52, 8, 5, 4
2025/8/7, 31, 23, 51, 12, 5, 4
2025/8/8, 59, 22, 24, 10, 4, 4
2025/8/9, 56, 20, 53, 10, 5, 4
2025/8/10, 43, 25, 21, 12, 5, 4
2025/8/11, 68, 16, 36, 9, 4, 3
2025/8/12, 44, 11, 19, 6, 4, 2
2025/8/13, 31, 11, 18, 7, 4, 2
2025/8/14, 30, 16, 25, 9, 5, 3
2025/8/15, 36, 12, 20, 6, 5, 2
2025/8/16, 31, 13, 19, 5, 5, 1
2025/8/17, 37, 22, 22, 7, 5, 2
2025/8/18, 63, 16, 17, 6, 4, 2
2025/8/19, 40, 12, 20, 7, 4, 1
2025/8/20, 35, 18, 37, 9, 5, 2
2025/8/21, 45, 15, 31, 9, 4, 3
2025/8/22, 44, 16, 39, 8, 4, 4
2025/8/23, 50, 17, 29, 6, 4, 3
2025/8/24, 40, 17, 31, 8, 4, 3
2025/8/25, 49, 15, 34, 9, 4, 4
2025/8/26, 23, 18, 49, 11, 4, 4
2025/8/27, 37, 21, 39, 9, 4, 3
2025/8/28, 60, 15, 27, 6, 4, 2
2025/8/29, 46, 11, 28, 6, 4, 1
2025/8/30, 33, 16, 22, 6, 4, 1
2025/8/31, 46, 10, 26, 5, 4, 1
2025/9/1, 29, 15, 59, 7, 4, 2
2025/9/2, 29, 20, 44, 15, 4, 5
2025/9/3, 59, 14, 31, 13, 4, 4
2025/9/4, 46, 14, 41, 12, 4, 4
2025/9/5, 35, 14, 31, 6, 3, 4
2025/9/6, 42, 11, 45, 7, 4, 4
2025/9/7, 24, 22, 36, 15, 4, 5
2025/9/8, 48, 24, 33, 14, 4, 5
2025/9/9, 50, 24, 46, 14, 4, 4
2025/9/10, 54, 22, 42, 13, 4, 3
2025/9/11, 46, 18, 32, 9, 4, 2
2025/9/12, 36, 11, 26, 8, 4, 4
2025/9/13, 32, 18, 40, 9, 4, 4
2025/9/14, 43, 23, 49, 15, 4, 5
2025/9/15, 58, 21, 29, 14, 4, 4
2025/9/16, 52, 11, 24, 11, 4, 3
2025/9/17, 27, 15, 25, 9, 4, 3
2025/9/18, 28, 13, 22, 7, 4, 1
2025/9/19, 29, 8, 30, 9, 4, 2
2025/9/20, 22, 11, 30, 8, 4, 1
2025/9/21, 25, 11, 28, 6, 4, 1
2025/9/22, 22, 13, 33, 7, 4, 1
2025/9/23, 31, 14, 28, 9, 4, 4
2025/9/24, 46, 14, 32, 15, 4, 6
2025/9/25, 40, 26, 59, 16, 5, 7
2025/9/26, 57, 27, 42, 16, 5, 6
2025/9/27, 67, 14, 36, 9, 5, 5
2025/9/28, 40, 21, 45, 12, 5, 5
2025/9/29, 51, 26, 37, 19, 5, 5
2025/9/30, 65, 30, 59, 18, 5, 5
2025/4/1, 87, 45, 48, 24, 4, 4
2025/4/2, 85, 38, 43, 21, 4, 4
2025/4/3, 85, 44, 45, 22, 5, 5
2025/4/4, 98, 37, 39, 14, 4, 4
2025/4/5, 78, 34, 46, 9, 4, 4
2025/4/6, 72, 34, 58, 17, 4, 4
2025/4/7, 63, 51, 57, 12, 5, 6
2025/4/8, 75, 41, 45, 19, 5, 5
2025/4/9, 66, 39, 52, 16, 5, 5
2025/4/10, 74, 44, 62, 23, 4, 6
2025/4/11, 89, 32, 52, 14, 4, 4
2025/4/12, 64, 34, 32, 7, 3, 2
2025/4/13, 30, 19, 30, 10, 3, 3
2025/4/14, 45, 22, 41, 13, 4, 4
2025/4/15, 59, 30, 65, 12, 4, 4
2025/4/16, 62, 50, 67, 9, 4, 5
2025/4/17, 65, 61, 66, 15, 4, 6
2025/4/18, 79, 31, 42, 7, 3, 6
2025/4/19, 50, 26, 51, 10, 3, 7
2025/4/20, 63, 21, 43, 12, 3, 6
2025/4/21, 53, 20, 24, 17, 3, 7
2025/4/22, 55, 18, 50, 10, 5, 4
2025/4/23, 27, 36, 53, 12, 4, 3
2025/4/24, 62, 47, 37, 12, 5, 2
2025/4/25, 83, 28, 52, 10, 4, 1
2025/4/26, 49, 19, 44, 1, 5, 
2025/4/27, 36, 30, 48, 1, 6, 2
2025/4/28, 52, 37, 59, 16, 5, 4
2025/4/29, 72, 32, 59, 12, 4, 2
2025/4/30, 62, 25, 45, 9, 3, 2
2025/5/1, 54, 25, 43, 9, 4, 3
2025/5/2, 55, 20, 42, 12, 3, 3
2025/5/3, 54, 24, 44, 9, 3, 2
2025/5/4, 49, 19, 39, 15, 3, 3
2025/5/5, 44, 19, 41, 16, 4, 3
2025/5/6, 50, 28, 53, 14, 4, 4
2025/5/7, 57, 49, 57, 19, 4, 4
2025/5/8, 66, 35, 36, 12, 3, 4
2025/5/9, 55, 18, 39, 8, 3, 5
2025/5/10, 40, 34, 51, 8, 3, 5
2025/5/11, 73, 34, 60, 13, 3, 5
2025/5/12, 79, 35, 74, 11, 4, 5
2025/5/13, 75, 36, 78, 20, 3, 4
2025/5/14, 79, 22, 37, 9, 3, 4
2025/5/15, 58, 13, 34, 11, 3, 4
2025/5/16, 34, 9, 39, 8, 3, 4
2025/5/17, 12, 35, 43, 9, 3, 5
2025/5/18, 58, 34, 45, 14, 3, 4
2025/5/19, 70, 20, 37, 6, 3, 5
2025/5/20, 51, 18, 48, 10, 4, 5
2025/5/21, 53, 21, 26, 11, 4, 5
2025/5/22, 46, 26, 41, 8, 4, 3
2025/5/23, 52, 20, 33, 8, 4, 3
2025/5/24, 52, 18, 54, 8, 5, 3
2025/5/25, 45, 30, 65, 12, 5, 4
2025/5/26, 73, 44, 84, 12, 6, 5
2025/5/27, 91, 34, 83, 13, 6, 4
2025/5/28, 87, 37, 88, 17, 5, 4
2025/5/29, 80, 36, 68, 20, 4, 4
2025/5/30, 76, 41, 78, 17, 5, 4
2025/5/31, 86, 46, 96, 13, 7, 6
2025/6/1, 107, 54, 48, 23, 6, 5
2025/6/2, 109, 35, 56, 11, 5, 3
2025/6/3, 67, 26, 47, 12, 4, 2
2025/6/4, 45, 21, 56, 17, 4, 3
2025/6/5, 52, 27, 79, 10, 4, 2
2025/6/6, 60, 37, 57, 7, 4, 3
2025/6/7, 75, 28, 46, 7, 4, 4
2025/6/8, 73, 23, 56, 9, 4, 5
2025/6/9, 60, 26, 45, 11, 4, 5
2025/6/10, 52, 22, 57, 13, 5, 3
2025/6/11, 49, 24, 68, 15, 6, 3
2025/6/12, 58, 37, 50, 19, 5, 5
2025/6/13, 84, 15, 48, 10, 4, 4
2025/6/14, 42, 22, 37, 7, 4, 5
2025/6/15, 53, 21, 63, 7, 3, 5
2025/6/16, 42, 35, 61, 8, 4, 5
2025/6/17, 56, 34, 65, 10, 4, 4
2025/6/18, 63, 27, 51, 16, 4, 5
2025/6/19, 72, 10, 15, 5, 4, 4
2025/6/20, 27, 8, 29, 8, 4, 4
2025/6/21, 18, 19, 52, 8, 4, 4
2025/6/22, 36, 32, 85, 14, 5, 5
2025/6/23, 67, 26, 39, 13, 4, 4
2025/6/24, 67, 10, 32, 8, 4, 3
2025/6/25, 27, 15, 37, 9, 4, 3
2025/6/26, 47, 27, 62, 14, 4, 6
2025/6/27, 64, 28, 33, 11, 4, 5
2025/6/28, 71, 15, 23, 5, 4, 3
2025/6/29, 33, 10, 21, 9, 4, 2
2025/6/30, 26, 10, 16, 8, 4, 2
2025/1/1, 66, 41, 18, 33, 4, 7
2025/1/2, 87, 21, 23, 17, 5, 4
2025/1/3, 55, 22, 20, 21, 5, 5
2025/1/4, 59, 26, 24, 14, 4, 5
2025/1/5, 72, 43, 25, 16, 4, 7
2025/1/6, 111, 24, 19, 15, 5, 4
2025/1/7, 60, 22, 20, 19, 5, 4
2025/1/8, 60, 24, 24, 10, 4, 3
2025/1/9, 38, 25, 19, 25, 4, 4
2025/1/10, 59, 27, 23, 23, 5, 6
2025/1/11, 72, 40, 24, 30, 5, 8
2025/1/12, 107, 45, 24, 26, 4, 6
2025/1/13, 117, 48, 29, 21, 5, 6
2025/1/14, 105, 30, 22, 11, 4, 4
2025/1/15, 53, 24, 18, 18, 4, 4
2025/1/16, 54, 51, 16, 29, 6, 8
2025/1/17, 104, 41, 19, 35, 5, 8
2025/1/18, 89, 37, 28, 25, 5, 7
2025/1/19, 92, 53, 25, 42, 4, 9
2025/1/20, 126, 79, 28, 39, 4, 10
2025/1/21, 167, 67, 31, 36, 5, 9
2025/1/22, 154, 50, 22, 36, 4, 8
2025/1/23, 124, 45, 17, 44, 5, 9
2025/1/24, 105, 36, 26, 29, 4, 8
2025/1/25, 92, 11, 30, 12, 4, 5
2025/1/26, 25, 30, 25, 10, 3, 5
2025/1/27, 56, 18, 28, 10, 3, 6
2025/1/28, 51, 26, 27, 12, 4, 6
2025/1/29, 64, 20, 30, 19, 4, 6
2025/1/30, 60, 38, 15, 31, 4, 8
2025/1/31, 100, 45, 17, 26, 4, 8
2025/2/1, 121, 50, 27, 24, 4, 10
2025/2/2, 110, 32, 30, 10, 4, 7
2025/2/3, 70, 23, 25, 10, 4, 6
2025/2/4, 44, 19, 25, 17, 4, 6
2025/2/5, 55, 19, 26, 23, 3, 4
2025/2/6, 52, 25, 28, 14, 3, 3
2025/2/7, 57, 22, 27, 15, 3, 4
2025/2/8, 48, 25, 27, 19, 3, 5
2025/2/9, 60, 22, 23, 29, 4, 6
2025/2/10, 58, 40, 30, 45, 4, 9
2025/2/11, 98, 33, 28, 32, 3, 6
2025/2/12, 88, 22, 29, 20, 3, 4
2025/2/13, 40, 41, 33, 29, 4, 7
2025/2/14, 79, 57, 30, 32, 3, 8
2025/2/15, 122, 58, 40, 23, 3, 7
2025/2/16, 120, 36, 28, 11, 4, 4
2025/2/17, 54, 23, 29, 9, 4, 4
2025/2/18, 46, 18, 28, 15, 4, 4
2025/2/19, 42, 23, 29, 15, 4, 5
2025/2/20, 56, 23, 30, 16, 4, 4
2025/2/21, 53, 25, 30, 14, 4, 3
2025/2/22, 62, 25, 31, 8, 4, 3
2025/2/23, 58, 24, 30, 18, 4, 4
2025/2/24, 56, 24, 32, 25, 4, 4
2025/2/25, 58, 48, 33, 23, 5, 6
2025/2/26, 95, 37, 35, 32, 5, 5
2025/2/27, 64, 43, 32, 38, 5, 6
2025/2/28, 88, 48, 22, 33, 3, 7
2025/3/1, 120, 35, 31, 16, 3, 7
2025/3/2, 95, 7, 32, 8, 3, 4
2025/3/3, 20, 10, 33, 10, 3, 6
2025/3/4, 27, 14, 25, 21, 3, 5
2025/3/5, 40, 34, 36, 20, 4, 5
2025/3/6, 75, 50, 43, 25, 5, 5
2025/3/7, 114, 47, 42, 20, 5, 4
2025/3/8, 109, 47, 43, 20, 3, 4
2025/3/9, 112, 57, 46, 27, 4, 6
2025/3/10, 141, 46, 46, 31, 4, 5
2025/3/11, 117, 42, 39, 27, 4, 5
2025/3/12, 88, 71, 30, 23, 4, 5
2025/3/13, 112, 61, 40, 29, 5, 4
2025/3/14, 77, 27, 36, 7, 4, 2
2025/3/15, 39, 31, 38, 9, 4, 3
2025/3/16, 62, 35, 38, 9, 5, 2
2025/3/17, 73, 28, 39, 11, 4, 2
2025/3/18, 69, 39, 40, 18, 4, 3
2025/3/19, 91, 42, 53, 14, 4, 3
2025/3/20, 88, 56, 54, 15, 5, 4
2025/3/21, 105, 58, 56, 15, 5, 5
2025/3/22, 106, 62, 57, 12, 5, 5
2025/3/23, 114, 66, 58, 12, 5, 6
2025/3/24, 106, 85, 57, 13, 3, 4
2025/3/25, 125, 73, 74, 19, 4, 3
2025/3/26, 64, 45, 52, 12, 4, 3
2025/3/27, 69, 42, 33, 12, 4, 1
2025/3/28, 73, 22, 33, 11, 4, 
2025/3/29, 43, 23, 37, 11, 4, 
2025/3/30, 40, 30, 40, 12, 4, 1
2025/3/31, 59, 48, 54, 25, 4, 4
2024/10/1, 42, 17, 36, 16, 4, 1
2024/10/2, 35, 17, 23, 16, 4, 
2024/10/3, 42, 14, 26, 16, 4, 2
2024/10/4, 38, 18, 37, 18, 4, 3
2024/10/5, 52, 22, 11, 19, 3, 4
2024/10/6, 62, 30, 46, 16, 4, 5
2024/10/7, 68, 47, 44, 23, 4, 6
2024/10/8, 93, 26, 37, 19, 3, 3
2024/10/9, 58, 15, 33, 13, 3, 2
2024/10/10, 37, 32, 51, 23, 4, 5
2024/10/11, 74, 38, 56, 21, 4, 5
2024/10/12, 82, 23, 37, 13, 3, 4
2024/10/13, 61, 16, 23, 15, 3, 3
2024/10/14, 47, 13, 15, 16, 3, 4
2024/10/15, 42, 33, 34, 19, 3, 6
2024/10/16, 70, 33, 31, 19, 4, 5
2024/10/17, 58, 19, 19, 17, 3, 4
2024/10/18, 50, 10, 24, 12, 3, 4
2024/10/19, 26, 10, 27, 4, 3, 1
2024/10/20, 20, 17, 23, 16, 4, 2
2024/10/21, 33, 15, 29, 15, 3, 3
2024/10/22, 45, 14, 31, 8, 3, 2
2024/10/23, 21, 24, 30, 20, 3, 3
2024/10/24, 57, 27, 26, 24, 3, 4
2024/10/25, 60, 21, 33, 16, 3, 3
2024/10/26, 50, 24, 36, 9, 3, 4
2024/10/27, 52, 38, 27, 14, 2, 5
2024/10/28, 79, 14, 26, 13, 2, 2
2024/10/29, 30, 29, 40, 22, 3, 4
2024/10/30, 65, 37, 37, 26, 3, 4
2024/10/31, 69, 39, 10, 31, 3, 5
2024/11/1, 84, 30, 34, 21, 3, 5
2024/11/2, 70, 21, 35, 11, 2, 4
2024/11/3, 57, 25, 37, 14, 3, 4
2024/11/4, 55, 25, 27, 15, 3, 2
2024/11/5, 44, 25, 27, 19, 4, 2
2024/11/6, 56, 35, 22, 32, 3, 3
2024/11/7, 75, 50, 23, 42, 4, 5
2024/11/8, 105, 45, 30, 36, 4, 5
2024/11/9, 102, 22, 32, 23, 4, 5
2024/11/10, 58, 47, 29, 36, 3, 6
2024/11/11, 99, 45, 32, 24, 3, 5
2024/11/12, 94, 35, 31, 27, 3, 4
2024/11/13, 69, 29, 24, 22, 3, 4
2024/11/14, 62, 21, 30, 20, 3, 4
2024/11/15, 52, 20, 34, 9, 3, 4
2024/11/16, 56, 18, 25, 6, 3, 2
2024/11/17, 38, 17, 21, 15, 3, 1
2024/11/18, 34, 24, 20, 26, 4, 2
2024/11/19, 57, 39, 10, 33, 4, 4
2024/11/20, 85, 50, 29, 27, 4, 5
2024/11/21, 107, 34, 25, 18, 4, 3
2024/11/22, 66, 32, 22, 26, 4, 3
2024/11/23, 67, 25, 24, 24, 4, 3
2024/11/24, 67, 22, 27, 19, 4, 2
2024/11/25, 55, 15, 26, 9, 3, 1
2024/11/26, 25, 9, 25, 11, 3, 2
2024/11/27, 26, 12, 21, 17, 3, 3
2024/11/28, 43, 24, 17, 20, 4, 3
2024/11/29, 56, 17, 15, 21, 4, 3
2024/11/30, 43, 26, 19, 22, 4, 5
2024/12/1, 64, 40, 33, 17, 4, 5
2024/12/2, 81, 19, 21, 19, 4, 2
2024/12/3, 40, 22, 20, 24, 5, 4
2024/12/4, 54, 29, 20, 26, 5, 5
2024/12/5, 65, 21, 22, 17, 4, 3
2024/12/6, 49, 22, 23, 17, 3, 3
2024/12/7, 52, 21, 24, 14, 4, 3
2024/12/8, 45, 28, 15, 30, 4, 5
2024/12/9, 60, 39, 22, 32, 4, 6
2024/12/10, 87, 48, 16, 34, 5, 7
2024/12/11, 112, 38, 20, 25, 5, 5
2024/12/12, 74, 23, 23, 23, 4, 3
2024/12/13, 57, 22, 18, 20, 4, 4
2024/12/14, 48, 17, 24, 15, 3, 4
2024/12/15, 52, 20, 19, 24, 4, 4
2024/12/16, 48, 23, 21, 19, 4, 4
2024/12/17, 60, 20, 20, 14, 4, 3
2024/12/18, 47, 44, 12, 30, 5, 6
2024/12/19, 92, 42, 14, 32, 4, 5
2024/12/20, 93, 39, 23, 17, 4, 4
2024/12/21, 95, 18, 25, 13, 4, 2
2024/12/22, 45, 27, 14, 32, 4, 6
2024/12/23, 66, 34, 18, 27, 5, 5
2024/12/24, 73, 37, 23, 27, 4, 6
2024/12/25, 80, 50, 23, 16, 4, 5
2024/12/26, 85, 31, 21, 17, 5, 4
2024/12/27, 58, 29, 21, 15, 5, 5
2024/12/28, 62, 23, 21, 19, 4, 7
2024/12/29, 61, , , , , 
2024/7/1, 51, 17, 31, 12, 3, 3
2024/7/2, 39, 20, 53, 7, 3, 3
2024/7/3, 36, 28, 54, 7, 3, 4
2024/7/4, 70, 19, 54, 1, 3, 4
2024/7/5, 30, 17, 47, , 3, 4
2024/7/6, 45, 14, 41, , 3, 5
2024/7/7, 29, 10, 24, , 3, 4
2024/7/8, 14, 10, 28, , 3, 4
2024/7/9, 15, 11, 51, 11, 4, 3
2024/7/10, 25, 22, 47, 9, 4, 4
2024/7/11, 52, 29, 81, 9, 3, 5
2024/7/12, 68, 39, 65, 8, 3, 6
2024/7/13, 81, 24, 34, 16, 2, 3
2024/7/14, 52, 9, 34, 9, 2, 3
2024/7/15, 9, 11, 28, 8, 3, 6
2024/7/16, 18, 10, 17, 5, 3, 6
2024/7/17, 11, 9, 27, 6, 3, 6
2024/7/18, 16, 15, 35, 7, 3, 7
2024/7/19, 27, 10, 29, 6, 3, 7
2024/7/20, 18, 13, 31, 5, 3, 7
2024/7/21, 31, 11, 13, 5, 3, 5
2024/7/22, 24, 9, 8, 5, 3, 4
2024/7/23, 10, , , , , 
2024/7/25, 25, 16, 23, 7, 3, 3
2024/7/26, 35, 13, 18, 6, 3, 3
2024/7/27, 23, 15, 14, 4, 3, 3
2024/7/28, 21, 15, 18, 4, 3, 3
2024/7/29, 18, 17, 28, 5, 3, 2
2024/7/30, 23, 14, 19, 6, 3, 3
2024/7/31, 18, 17, 27, 6, 3, 3
2024/8/1, 27, 22, 42, 6, 3, 3
2024/8/2, 39, 33, 59, 5, 3, 5
2024/8/3, 61, 27, 57, 8, 3, 4
