date, pm25, pm10, o3, no2, so2, co
2025/10/1, 42, 23, 22, 21, , 
2025/10/2, 53, 35, 22, 23, 1, 
2025/10/3, 77, 19, 18, 17, 2, 
2025/10/4, 57, 10, 22, 17, 2, 
2025/10/5, 28, 14, 15, 17, 2, 
2025/10/6, 38, 9, 13, 17, 1, 
2025/10/7, 26, 24, 9, 18, , 
2025/10/8, 59, 28, 6, 17, 1, 
2025/10/9, 68, 15, 15, 15, , 
2025/10/10, 36, 16, 16, 14, , 
2025/10/11, 34, 14, 20, 11, , 
2025/10/12, 43, 11, 19, 18, 1, 
2025/10/13, 24, 25, 9, 18, 1, 
2025/10/14, 69, 21, 15, 18, 1, 
2025/10/15, 55, 26, 13, 18, 1, 
2025/10/16, 61, 27, 14, 19, 1, 
2025/10/17, 58, 11, 22, 10, 1, 
2025/10/18, 25, 12, 20, 14, 1, 
2025/10/19, 37, 31, 16, 20, 2, 
2025/10/20, 71, 38, 10, 24, 3, 
2025/10/21, 69, 40, 17, 23, 3, 
2025/10/22, 77, 25, 21, 22, 4, 
2025/10/23, 48, 7, 22, 16, 4, 
2025/10/24, 18, 8, 23, 15, 3, 
2025/10/25, 17, 5, 23, 13, 3, 
2025/10/26, 11, 10, 22, 15, 3, 
2025/10/27, 14, 8, 22, 15, 3, 
2025/10/28, 14, 18, 20, 24, 2, 
2025/10/29, 30, 25, 19, 22, 1, 
2025/10/30, 45, 30, 17, 24, , 
2025/10/31, 48, 37, 13, 22, , 
2025/11/1, 90, 26, 19, 23, 1, 
2025/11/2, 64, 18, 15, 21, , 
2025/11/3, 49, 28, 11, 20, , 
2025/11/4, 61, 50, 4, 22, , 
2025/11/5, 89, 51, 7, 21, 1, 
2025/11/6, 101, 46, 9, 23, 1, 
2025/11/7, 87, 38, 2, 13, 1, 
2025/11/8, 91, 31, 1, 13, 1, 
2025/11/9, 88, 23, 5, 15, 1, 
2025/11/10, 63, 23, 11, 12, 1, 
2025/11/11, 66, 28, 12, 23, 2, 
2025/11/12, 59, 40, 4, 20, 2, 
2025/11/13, 87, 31, 4, 17, 3, 
2025/11/14, 70, 28, 12, 15, 2, 
2025/11/15, 75, 34, 6, 12, 2, 
2025/11/16, 83, 25, 16, 15, 3, 
2025/11/17, 69, 18, 18, 20, 2, 
2025/11/18, 45, 34, 9, 24, 2, 
2025/11/19, 69, 54, 1, 26, 3, 
2025/11/20, 96, 32, 9, 22, 1, 
2025/11/21, 84, 22, 14, 14, 1, 
2025/11/22, 62, 26, 15, 14, 1, 
2025/11/23, 70, 31, 15, 26, 3, 
2025/11/24, 77, 19, 8, 22, 3, 
2025/11/25, 58, 17, 9, 15, 3, 
2025/11/26, 60, 20, 15, 16, 1, 
2025/11/27, 61, 32, 18, 19, 1, 
2025/11/28, 88, 39, 14, 17, 2, 
2025/11/29, 102, 41, 2, 15, 2, 
2025/11/30, 120, 44, 1, 15, 2, 
2025/12/1, 120, 27, 4, 18, 2, 
2025/12/2, 80, 31, , 18, 1, 
2025/12/3, 84, 41, 1, 16, 2, 
2025/12/4, 111, 33, 2, 16, 2, 
2025/12/5, 88, 37, 2, 13, 2, 
2025/12/6, 103, 44, 1, 12, 2, 
2025/12/7, 118, 45, 1, 18, 2, 
2025/12/8, 109, 28, 3, 18, 2, 
2025/12/9, 74, 37, 3, 17, 2, 
2025/12/10, 87, 26, 1, 15, 1, 
2025/12/11, 74, 38, 6, 16, 2, 
2025/12/12, 76, 35, 7, 13, 1, 
2025/12/13, 82, 28, 7, 12, 1, 
2025/12/14, 70, 37, 3, 14, 1, 
2025/12/15, 86, 47, 1, 15, 1, 
2025/12/16, 111, 54, 1, 17, 1, 
2025/12/17, 132, 50, 2, 16, 2, 
2025/12/18, 117, 69, 1, 20, 1, 
2025/12/19, 159, 31, 2, 15, 1, 
2025/12/20, 90, 38, 1, 11, 2, 
2025/12/21, 105, 26, 7, 12, 1, 
2025/12/22, 73, 24, 14, 13, 1, 
2025/12/23, 67, 13, 17, 6, , 
2025/12/24, 40, 18, 15, 7, , 
2025/12/25, 60, 42, 9, 9, 1, 
2025/12/26, 112, 28, 14, 9, 2, 
2025/12/27, 88, 18, 24, 6, 3, 
2025/12/28, 43, , , , , 
2025/7/1, 20, 18, 49, 23, 1, 
2025/7/2, 25, 29, 57, 23, 1, 
2025/7/3, 44, 16, 31, 17, 1, 
2025/7/4, 31, 13, 41, 17, 1, 
2025/7/5, 28, 14, 54, 15, 2, 
2025/7/6, 38, 20, 33, 18, 3, 
2025/7/7, 46, 15, 30, 17, 2, 
2025/7/8, 35, 7, 19, 9, 2, 
2025/7/9, 14, 15, 19, 13, 2, 
2025/7/10, 32, 13, 28, 12, 1, 
2025/7/11, 26, 13, 29, 16, 1, 
2025/7/12, 31, 12, 31, 14, , 
2025/7/13, 33, 15, 44, 17, 1, 
2025/7/14, 32, 20, 43, 16, 1, 
2025/7/15, 52, 16, 37, 13, 1, 
2025/7/16, 39, 14, 29, 15, 1, 
2025/7/17, 33, 17, 40, 18, 1, 
2025/7/18, 40, 15, 41, 15, 1, 
2025/7/19, 41, 16, 42, 13, 2, 
2025/7/20, 45, 22, 50, 18, 2, 
2025/7/21, 49, 10, 36, 11, 2, 
2025/7/22, 17, 9, 36, 13, 1, 
2025/7/23, 14, 16, 37, 18, 1, 
2025/7/24, 30, 17, 37, 15, 1, 
2025/7/25, 42, 18, 33, 17, 1, 
2025/7/26, 51, 18, 26, 12, 2, 
2025/7/27, 48, 6, 21, 9, 2, 
2025/7/28, 17, 16, 24, 10, 1, 
2025/7/29, 34, 16, 35, 14, 1, 
2025/7/30, 34, 18, 35, 16, 1, 
2025/7/31, 33, 14, 30, 15, 1, 
2025/8/1, 33, 10, 35, 12, 1, 
2025/8/2, 26, 8, 31, 8, 1, 
2025/8/3, 22, 13, 29, 11, 1, 
2025/8/4, 30, 15, 33, 14, 1, 
2025/8/5, 36, 11, 29, 10, , 
2025/8/6, 24, 14, 35, 14, , 
2025/8/7, 25, 18, 42, 17, 1, 
2025/8/8, 36, 21, 48, 20, , 
2025/8/9, 49, 24, 45, 13, 1, 
2025/8/10, 61, 16, 35, 15, 1, 
2025/8/11, 31, 18, 46, 18, , 
2025/8/12, 34, 24, 53, 22, 1, 
2025/8/13, 45, 31, 60, 24, 1, 
2025/8/14, 59, 25, 48, 16, 1, 
2025/8/15, 57, 25, 56, 12, 2, 
2025/8/16, 61, 16, 34, 9, 1, 
2025/8/17, 36, 12, 25, 12, 1, 
2025/8/18, 22, 14, 37, 13, 1, 
2025/8/19, 28, 20, 45, 16, 2, 
2025/8/20, 38, 22, 31, 13, 2, 
2025/8/21, 39, 18, 34, 11, 3, 
2025/8/22, 30, 13, 26, 9, 2, 
2025/8/23, 21, 6, 28, 7, 2, 
2025/8/24, 12, 13, 30, 12, 2, 
2025/8/25, 23, 19, 41, 23, 2, 
2025/8/26, 33, 26, 43, 34, 2, 
2025/8/27, 47, 26, 42, 35, 2, 
2025/8/28, 47, 35, 38, 39, 3, 
2025/8/29, 51, 15, 41, 22, 3, 
2025/8/30, 31, 11, 23, 19, 2, 
2025/8/31, 30, 24, 38, 22, 2, 
2025/9/1, 62, 24, 31, 24, 2, 
2025/9/2, 57, 15, 29, 23, 1, 
2025/9/3, 42, 23, 44, 27, 1, 
2025/9/4, 56, 23, 38, 26, 1, 
2025/9/5, 53, 11, 21, 14, 1, 
2025/9/6, 29, 9, 24, 18, , 
2025/9/7, 26, 21, 20, 26, 1, 
2025/9/8, 52, 18, 34, 26, 1, 
2025/9/9, 42, 24, 33, 23, 1, 
2025/9/10, 56, 13, 31, 23, 2, 
2025/9/11, 31, 17, 29, 24, 1, 
2025/9/12, 34, 19, 27, 25, 1, 
2025/9/13, 45, 15, 12, 17, 1, 
2025/9/14, 42, 10, 22, 19, 1, 
2025/9/15, 16, 10, 20, 21, 1, 
2025/9/16, 20, 11, 18, 18, 1, 
2025/9/17, 21, 13, 26, 18, , 
2025/9/18, 28, 15, 26, 23, , 
2025/9/19, 32, 16, 31, 24, , 
2025/9/20, 38, 16, 32, 25, 1, 
2025/9/21, 38, 25, 36, 26, 2, 
2025/9/22, 48, 14, 19, 18, , 
2025/9/23, 25, 15, 17, 18, , 
2025/9/24, 29, 16, 21, 14, 1, 
2025/9/25, 27, 16, 17, 16, , 
2025/9/26, 27, 19, 23, 21, , 
2025/9/27, 40, 17, 27, 19, 1, 
2025/9/28, 43, 10, 12, 14, , 
2025/9/29, 24, 14, 15, 17, , 
2025/9/30, 37, 16, 12, 17, , 
2025/4/1, 70, 22, 35, 15, 1, 
2025/4/2, 51, 25, 36, 16, 1, 
2025/4/3, 44, 41, 33, 17, 3, 
2025/4/4, 67, 36, 32, 11, 3, 
2025/4/5, 58, 17, 35, 3, 2, 
2025/4/6, 26, 14, 34, 9, 2, 
2025/4/7, 25, 17, 32, 11, 2, 
2025/4/8, 40, 22, 32, 13, 4, 
2025/4/9, 47, 12, 31, 10, 1, 
2025/4/10, 26, 24, 27, 7, 2, 
2025/4/11, 62, 30, 36, , 2, 
2025/4/12, 75, 23, 38, 17, 2, 
2025/4/13, 56, 17, 40, 16, 2, 
2025/4/14, 36, 18, 22, 14, 3, 
2025/4/15, 36, 19, 36, 15, 2, 
2025/4/16, 33, 44, 36, 21, 2, 
2025/4/17, 67, 18, 23, 14, 3, 
2025/4/18, 31, 10, 37, 10, 2, 
2025/4/19, 25, 11, 40, 9, 2, 
2025/4/20, 27, 19, 40, 13, 3, 
2025/4/21, 42, 23, 38, 13, 2, 
2025/4/22, 56, 22, 45, 15, 2, 
2025/4/23, 44, 25, 41, 16, 3, 
2025/4/24, 47, 13, 24, 12, 1, 
2025/4/25, 40, 15, 38, 11, , 
2025/4/26, 32, 15, 39, 12, , 
2025/4/27, 34, 21, 41, 17, , 
2025/4/28, 41, 25, 50, 17, , 
2025/4/29, 47, 26, 40, 18, 1, 
2025/4/30, 47, 18, 40, 16, , 
2025/5/1, 38, 23, 45, 14, 1, 
2025/5/2, 48, 21, 53, 12, 2, 
2025/5/3, 49, 15, 31, 9, 2, 
2025/5/4, 35, 12, 25, 10, 1, 
2025/5/5, 26, 14, 25, 12, 1, 
2025/5/6, 30, 16, 40, 14, 1, 
2025/5/7, 35, 20, 36, 12, 1, 
2025/5/8, 29, 17, 36, 14, , 
2025/5/9, 34, 20, 31, 10, 1, 
2025/5/10, 46, 11, 36, 6, , 
2025/5/11, 32, 15, 36, 16, , 
2025/5/12, 36, 19, 34, 20, , 
2025/5/13, 43, 24, 39, 21, 1, 
2025/5/14, 53, 15, 28, 20, 1, 
2025/5/15, 30, 15, 28, 14, 1, 
2025/5/16, 39, 11, 34, 10, 2, 
2025/5/17, 31, 8, 33, 9, 1, 
2025/5/18, 20, 11, 30, 14, 1, 
2025/5/19, 30, 17, 31, 17, 1, 
2025/5/20, 49, 18, 39, 23, 1, 
2025/5/21, 41, 18, 34, 20, 2, 
2025/5/22, 43, 16, 25, 18, 1, 
2025/5/23, 34, 18, 34, 17, 1, 
2025/5/24, 44, 15, 45, 20, 1, 
2025/5/25, 40, 19, 33, 20, 1, 
2025/5/26, 38, 17, 35, 19, 1, 
2025/5/27, 37, 16, 38, 19, 1, 
2025/5/28, 38, 12, 28, 14, 1, 
2025/5/29, 27, 15, 32, 16, 1, 
2025/5/30, 35, 16, 31, 18, 1, 
2025/5/31, 42, 15, 37, 17, 1, 
2025/6/1, 36, 15, 44, 21, 1, 
2025/6/2, 35, 16, 31, 23, 1, 
2025/6/3, 38, 21, 38, 27, 1, 
2025/6/4, 45, 27, 43, 25, 1, 
2025/6/5, 40, 14, 34, 22, 2, 
2025/6/6, 26, 15, 40, 20, 1, 
2025/6/7, 34, 19, 24, 14, 1, 
2025/6/8, 44, 12, 26, 15, 1, 
2025/6/9, 23, 19, 35, 22, 1, 
2025/6/10, 47, 17, 30, 16, 1, 
2025/6/11, 41, 18, 39, 20, 1, 
2025/6/12, 40, 14, 32, 19, , 
2025/6/13, 29, 15, 43, 20, , 
2025/6/14, 42, 16, 55, 21, 1, 
2025/6/15, 42, 23, 36, 17, 1, 
2025/6/16, 49, 16, 36, 16, , 
2025/6/17, 41, 21, 51, 22, 1, 
2025/6/18, 55, 21, 42, 13, 1, 
2025/6/19, 49, 12, 34, 13, 1, 
2025/6/20, 21, 13, 40, 17, 1, 
2025/6/21, 30, 16, 47, 20, 1, 
2025/6/22, 43, 22, 46, 23, 2, 
2025/6/23, 48, 16, 41, 15, 2, 
2025/6/24, 29, 19, 34, 18, 2, 
2025/6/25, 33, 20, 45, 21, 2, 
2025/6/26, 36, 16, 35, 13, 1, 
2025/6/27, 31, 12, 37, 11, 1, 
2025/6/28, 28, 13, 33, 11, 1, 
2025/6/29, 35, 16, 39, 14, 1, 
2025/6/30, 27, 13, 34, 18, 1, 
2025/1/1, 97, 21, 29, 16, 1, 
2025/1/2, 36, 18, 24, 12, 2, 
2025/1/3, 41, 20, 26, 15, 1, 
2025/1/4, 40, 47, 21, 21, 1, 
2025/1/5, 105, 35, 6, 19, 1, 
2025/1/6, 81, 46, 20, 22, 2, 
2025/1/7, 113, 16, 19, 24, , 
2025/1/8, 38, 30, 19, 26, , 
2025/1/9, 67, 10, 22, 12, , 
2025/1/10, 21, 15, 21, 9, 4, 
2025/1/11, 33, 11, 23, 7, 1, 
2025/1/12, 25, 19, 19, 15, 1, 
2025/1/13, 48, 60, 8, 22, 5, 
2025/1/14, 122, 37, 16, 17, 3, 
2025/1/15, 78, 29, 11, 18, 2, 
2025/1/16, 78, 30, 15, 15, 3, 
2025/1/17, 69, 55, 12, 19, 6, 
2025/1/18, 122, 66, 5, 20, 4, 
2025/1/19, 156, 86, 4, 21, 3, 
2025/1/20, 169, 69, 4, 18, 6, 
2025/1/21, 154, 75, 3, 23, 6, 
2025/1/22, 154, 57, 7, 20, 2, 
2025/1/23, 150, 43, 7, 22, 2, 
2025/1/24, 102, 60, 3, 27, 2, 
2025/1/25, 120, 42, 14, 19, 2, 
2025/1/26, 94, 48, 12, 24, 2, 
2025/1/27, 83, 51, 15, 28, 2, 
2025/1/28, 82, 27, 25, 18, 2, 
2025/1/29, 42, 46, 23, 27, , 
2025/1/30, 61, 40, 15, 20, , 
2025/1/31, 89, 39, 16, 18, , 
2025/2/1, 76, 51, 15, 19, 1, 
2025/2/2, 114, 57, 12, 21, 1, 
2025/2/3, 124, 58, 18, 24, , 
2025/2/4, 116, 65, 16, 25, 1, 
2025/2/5, 132, 39, 9, 17, , 
2025/2/6, 92, 51, 14, 15, , 
2025/2/7, 109, 38, 20, 16, 1, 
2025/2/8, 84, 53, 17, 15, 1, 
2025/2/9, 118, 56, 14, 18, 2, 
2025/2/10, 116, 57, 15, 15, 2, 
2025/2/11, 129, 72, 10, 22, 2, 
2025/2/12, 153, 72, 8, 27, 5, 
2025/2/13, 150, 43, 15, 14, 2, 
2025/2/14, 102, 42, 22, 16, 2, 
2025/2/15, 80, 46, 24, 18, 2, 
2025/2/16, 101, 44, 27, 22, 1, 
2025/2/17, 84, 66, 23, 22, 2, 
2025/2/18, 130, 49, 25, 23, 3, 
2025/2/19, 106, 56, 27, 24, , 
2025/2/20, 116, 57, 24, 30, 1, 
2025/2/21, 111, 60, 33, 28, 1, 
2025/2/22, 126, 61, 27, 20, 2, 
2025/2/23, 136, 49, 15, 19, 1, 
2025/2/24, 128, 49, 12, 22, 3, 
2025/2/25, 99, 73, 5, 24, 4, 
2025/2/26, 147, 55, 13, 21, 4, 
2025/2/27, 125, 36, 12, 18, 3, 
2025/2/28, 84, 40, 18, 14, 2, 
2025/3/1, 101, 32, 21, 11, 2, 
2025/3/2, 79, 37, 23, 18, 2, 
2025/3/3, 82, 58, 27, 24, 3, 
2025/3/4, 116, 53, 34, 28, 2, 
2025/3/5, 99, 55, 30, 32, 3, 
2025/3/6, 97, 59, 33, 35, 3, 
2025/3/7, 85, 62, 37, 31, 3, 
2025/3/8, 115, 64, 38, 32, 4, 
2025/3/9, 130, 51, 33, 25, 5, 
2025/3/10, 92, 36, 29, 20, 4, 
2025/3/11, 60, 47, 28, 25, 5, 
2025/3/12, 71, 24, 21, 19, 5, 
2025/3/13, 50, 21, 16, 18, 4, 
2025/3/14, 58, 11, 26, 14, 2, 
2025/3/15, 37, 22, 30, 16, 3, 
2025/3/16, 60, 28, 29, 14, 2, 
2025/3/17, 59, 33, 24, 15, 3, 
2025/3/18, 74, 39, 33, 18, 1, 
2025/3/19, 83, 47, 31, 20, 1, 
2025/3/20, 91, 48, 38, 21, 2, 
2025/3/21, 92, 42, 44, 16, 4, 
2025/3/22, 90, 21, 26, 13, 3, 
2025/3/23, 54, 29, 22, 14, 3, 
2025/3/24, 70, 37, 27, 14, 2, 
2025/3/25, 81, 45, 34, 14, 3, 
2025/3/26, 100, 27, 21, 10, 2, 
2025/3/27, 66, 29, 29, 13, 3, 
2025/3/28, 67, 32, 31, 12, 4, 
2025/3/29, 77, 39, 26, 12, 4, 
2025/3/30, 95, 28, 15, 14, 3, 
2025/3/31, 66, 31, 23, 11, 2, 
2024/10/1, 34, 23, 3, 21, , 
2024/10/2, 51, 17, 11, 17, , 
2024/10/3, 47, 18, 15, 19, , 
2024/10/4, 52, 6, 13, 12, , 
2024/10/5, 20, 8, 9, 12, , 
2024/10/6, 20, 24, 17, 16, , 
2024/10/7, 48, 24, 21, 21, , 
2024/10/8, 35, 28, 16, 21, 1, 
2024/10/9, 46, 20, 21, 17, 1, 
2024/10/10, 32, 12, 20, 20, , 
2024/10/11, 25, 16, 25, 19, , 
2024/10/12, 34, 16, 22, 17, , 
2024/10/13, 41, 13, 24, 15, , 
2024/10/14, 23, 27, 13, 21, 1, 
2024/10/15, 60, 28, 20, 18, 1, 
2024/10/16, 61, 21, 21, 19, 1, 
2024/10/17, 44, 27, 21, 25, 1, 
2024/10/18, 47, 25, 22, 24, 1, 
2024/10/19, 53, 29, 20, 19, 1, 
2024/10/20, 68, 33, 7, 22, 1, 
2024/10/21, 68, 41, 15, 21, 1, 
2024/10/22, 79, 32, 24, 22, 1, 
2024/10/23, 56, 41, 14, 20, 1, 
2024/10/24, 75, 48, 5, 21, 1, 
2024/10/25, 88, 50, 14, 25, 1, 
2024/10/26, 93, 44, 21, 20, 2, 
2024/10/27, 84, 35, 16, 20, 2, 
2024/10/28, 68, 37, 11, 21, 2, 
2024/10/29, 71, 38, 9, 19, 2, 
2024/10/30, 76, 23, 16, 15, 2, 
2024/10/31, 51, 20, 20, 12, 2, 
2024/11/1, 47, 20, 26, 14, 1, 
2024/11/2, 45, 36, 14, 19, 1, 
2024/11/3, 82, 34, 11, 18, 1, 
2024/11/4, 72, 38, 7, 16, 1, 
2024/11/5, 77, 37, 4, 20, 1, 
2024/11/6, 71, 69, 2, 22, 2, 
2024/11/7, 137, 46, 6, 16, 2, 
2024/11/8, 95, 31, 9, 13, 1, 
2024/11/9, 74, 35, 11, 11, 1, 
2024/11/10, 83, 51, 7, 16, 1, 
2024/11/11, 115, 36, 8, 17, 2, 
2024/11/12, 81, 28, 7, 16, 2, 
2024/11/13, 66, 23, 12, 17, 2, 
2024/11/14, 55, 29, 8, 18, 1, 
2024/11/15, 64, 41, 12, 20, 2, 
2024/11/16, 80, 41, 14, 16, 2, 
2024/11/17, 96, 14, 14, 16, 2, 
2024/11/18, 35, 33, 18, 22, 2, 
2024/11/19, 56, 20, 19, 19, 2, 
2024/11/20, 40, 18, 21, 21, 2, 
2024/11/21, 38, 30, 16, 21, 2, 
2024/11/22, 63, 27, 19, 15, 2, 
2024/11/23, 51, 37, 18, 26, 1, 
2024/11/24, 67, 57, 4, 26, 2, 
2024/11/25, 92, 49, 12, 19, 2, 
2024/11/26, 99, 32, 3, 18, 2, 
2024/11/27, 76, 30, 20, 21, 2, 
2024/11/28, 63, 13, 15, 16, 1, 
2024/11/29, 33, 32, 7, 12, 1, 
2024/11/30, 69, 40, 5, 14, 1, 
2024/12/1, 83, 39, , 16, 1, 
2024/12/2, 80, 60, 4, 25, 2, 
2024/12/3, 118, 54, 2, 17, 3, 
2024/12/4, 112, 60, , 19, 3, 
2024/12/5, 135, 42, 15, 20, 2, 
2024/12/6, 82, 24, 6, 16, 2, 
2024/12/7, 59, 41, 4, 14, 2, 
2024/12/8, 83, 19, 5, 10, 3, 
2024/12/9, 50, 11, 13, 12, 4, 
2024/12/10, 31, 27, 9, 17, 1, 
2024/12/11, 61, 33, 4, 16, 3, 
2024/12/12, 74, 52, 12, 21, 8, 
2024/12/13, 91, 50, 15, 19, 9, 
2024/12/14, 96, 16, 18, 9, 12, 
2024/12/15, 47, 9, 17, 8, 17, 
2024/12/16, 18, 14, 19, 10, 19, 
2024/12/17, 27, 48, 14, 21, 19, 
2024/12/18, 64, 68, 9, 31, 22, 
2024/12/19, 89, 25, 17, 18, 26, 
2024/12/20, 44, 35, 16, 18, 31, 
2024/12/21, 61, 24, , 22, 35, 
2024/12/22, 39, 26, 8, 19, 12, 
2024/12/23, 49, 24, 22, 17, 1, 
2024/12/24, 55, 17, 25, 14, 1, 
2024/12/25, 42, 45, 11, 15, 1, 
2024/12/26, 105, 55, 3, 17, 1, 
2024/12/27, 123, 53, 2, 18, 1, 
2024/12/28, 128, 60, 3, 19, 3, 
2024/12/29, 136, , , , , 
2024/7/1, 41, 15, 27, 15, 3, 
2024/7/2, 30, 16, 29, 15, 3, 
2024/7/3, 34, 16, 29, 16, 2, 
2024/7/4, 29, 11, 20, 16, 2, 
2024/7/5, 19, 16, 33, 20, 2, 
2024/7/6, 30, 14, 32, 15, 2, 
2024/7/7, 26, 24, 29, 19, 2, 
2024/7/8, 48, 34, 40, 21, 2, 
2024/7/9, 67, 38, 39, 25, 1, 
2024/7/10, 64, 33, 32, 21, 2, 
2024/7/11, 57, 31, 43, 23, 2, 
2024/7/12, 59, 15, 42, 14, 2, 
2024/7/13, 36, 13, 35, 14, 2, 
2024/7/14, 33, 22, 48, 21, 2, 
2024/7/15, 49, 26, 37, 23, 2, 
2024/7/16, 52, 24, 47, 17, 2, 
2024/7/17, 48, 18, 46, 24, 2, 
2024/7/18, 25, 21, 55, 27, 2, 
2024/7/19, 32, 22, 48, 23, 2, 
2024/7/20, 37, 24, 44, 20, 2, 
2024/7/21, 43, 28, 54, 21, 2, 
2024/7/22, 51, 17, 43, 16, 2, 
2024/7/23, 35, 21, 25, 18, 1, 
2024/7/24, 40, 15, 30, 17, , 
2024/7/25, 31, 19, 47, 21, 1, 
2024/7/26, 37, 21, 46, 23, , 
2024/7/27, 42, 17, 31, 15, 1, 
2024/7/28, 36, 13, 34, 15, 1, 
2024/7/29, 23, 15, 41, 19, 1, 
2024/7/30, 27, 21, 52, 27, 1, 
2024/7/31, 38, 27, 24, 27, , 
2024/8/1, 50, 22, 45, 24, 1, 
2024/8/2, 48, 13, 27, 16, , 
2024/8/3, 28, 14, 41, 14, 1, 
2024/8/4, 36, 16, 22, 15, 1, 
2024/8/5, 38, 13, 37, 17, , 
2024/8/6, 24, 20, 44, 22, 1, 
2024/8/7, 35, 24, 42, 20, 1, 
2024/8/8, 47, 18, 38, 20, , 
2024/8/9, 37, 17, 39, 19, , 
2024/8/10, 38, 15, 44, 17, 1, 
2024/8/11, 38, 18, 45, 23, 1, 
2024/8/12, 31, 23, 52, 26, 1, 
2024/8/13, 38, 23, 47, 20, 1, 
2024/8/14, 33, 23, 43, 19, 1, 
2024/8/15, 49, 26, 56, 23, 1, 
2024/8/16, 58, 21, 38, 19, 1, 
2024/8/17, 48, 18, 39, 16, 1, 
2024/8/18, 44, 18, 37, 15, 1, 
2024/8/19, 37, 16, 32, 15, 1, 
2024/8/20, 34, 22, 26, 17, 1, 
2024/8/21, 52, 20, 34, 20, 1, 
